geometry,arm,snr0,information_factor,oldest_legacy,oldest_common,longest_run_legacy,longest_run_common,anchor_span_legacy,anchor_span_common,n_detectable_legacy,n_detectable_common,n_mask_bits_flipped,smallest_threshold_margin_relative,j_old_legacy,j_old_common,endpoint_moved,selfcheck_mask_reproduced
a000_i050,DELAY_ONLY,10000.0,1.0,120.0,120.0,124.0,124.0,64.0,64.0,31,31,0,0.20074561223410403,453.25150653044216,453.25150653044216,False,True
a000_i050,DELAY_ONLY,30000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.9644735598751164,594.787765630645,594.787765630645,False,True
a000_i050,DELAY_ONLY,100000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.6052617763901817,754.3283145816679,754.3283145816679,False,True
a000_i050,DELAY_ONLY,1000000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.9938866083193726,1071.7059734281142,1071.7059734281142,False,True
a000_i050,SPATIAL_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9699504340119774,0.0011340157228960637,0.0011340157228960637,False,True
a000_i050,SPATIAL_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7295539061077969,0.010184227551671048,0.010184227551671048,False,True
a000_i050,SPATIAL_ONLY,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.08701403410348374,0.11048533323706135,0.11048533323706135,False,True
a000_i050,SPATIAL_ONLY,30.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.5026528645239798,0.8334993549537864,0.8334993549537864,False,True
a000_i050,SPATIAL_ONLY,100.0,1.0,60.0,60.0,64.0,64.0,4.0,4.0,16,16,0,0.9272835385629739,4.0325759159321555,4.0325759159321555,False,True
a000_i050,SPATIAL_ONLY,300.0,1.0,60.0,60.0,64.0,64.0,4.0,4.0,16,16,0,0.34555184706676423,9.868768962340402,9.868768962340402,False,True
a000_i050,SPATIAL_ONLY,1000.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.9953374756649881,21.102854792704193,21.102854792704193,False,True
a000_i050,SPATIAL_ONLY,3000.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.9580372809848925,33.97406433388146,33.97406433388146,False,True
a000_i050,SPATIAL_ONLY,10000.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.5337475664988054,49.732664852353714,49.732664852353714,False,True
a000_i050,SPATIAL_ONLY,30000.0,1.0,68.0,68.0,72.0,72.0,12.0,12.0,18,18,0,0.9999030659511872,67.97236548169194,67.97236548169194,False,True
a000_i050,SPATIAL_ONLY,100000.0,1.0,68.0,68.0,72.0,72.0,12.0,12.0,18,18,0,0.9989229550131905,91.28508354056112,91.28508354056112,False,True
a000_i050,SPATIAL_ONLY,1000000.0,1.0,68.0,68.0,72.0,72.0,12.0,12.0,18,18,0,0.8922955013190509,137.65755888428362,137.65755888428362,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9209673593340344,1.692659957108766,1.692659957108766,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.2887062340063097,12.815044562525895,12.815044562525895,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,10.0,1.0,96.0,96.0,100.0,100.0,40.0,40.0,25,25,0,0.04680022548550222,65.45134365622492,65.45134365622492,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,30.0,1.0,112.0,112.0,116.0,116.0,56.0,56.0,29,29,0,0.3048568256775993,160.64470834688706,160.64470834688706,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,100.0,1.0,120.0,120.0,124.0,124.0,64.0,64.0,31,31,0,0.5991554202251536,297.96488887931946,297.96488887931946,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,300.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.9821826677704442,437.193183979804,437.193183979804,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,1000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.802029641893824,595.6658931037805,595.6658931037805,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,3000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.7817332229555847,743.9461494037391,743.9461494037391,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,10000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.9969339925351303,910.9163135667873,910.9163135667873,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,30000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.9724059328161725,1064.6428588797507,1064.6428588797507,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,100000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.6933992535130272,1234.1394007234458,1234.1394007234458,False,True
a000_i050,EQUALIZED_ORDER_SENSITIVITY,1000000.0,1.0,132.0,132.0,136.0,136.0,76.0,76.0,34,34,0,0.9998571173671349,1569.250377627418,1569.250377627418,False,True
a000_i050,PAIRING_DESTROYED,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9686818680553337,0.0047094619757980525,0.0047094619757980525,False,True
a000_i050,PAIRING_DESTROYED,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7181368124980032,0.04232929214164407,0.04232929214164407,False,True
a000_i050,PAIRING_DESTROYED,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.09624720750871418,0.46352848334336827,0.46352848334336827,False,True
a000_i050,PAIRING_DESTROYED,30.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.3186318330738317,3.7626617052269675,3.7626617052269675,False,True
a000_i050,PAIRING_DESTROYED,100.0,1.0,76.0,76.0,80.0,80.0,20.0,20.0,20,20,0,0.04625647646825448,25.38208440302655,25.38208440302655,False,True
a000_i050,PAIRING_DESTROYED,300.0,1.0,92.0,92.0,96.0,96.0,36.0,36.0,24,24,0,0.20007614044097266,80.08902173866684,80.08902173866684,False,True
a000_i050,PAIRING_DESTROYED,1000.0,1.0,100.0,100.0,104.0,104.0,44.0,44.0,26,26,0,0.6547108752956762,169.85764927438058,169.85764927438058,False,True
a000_i050,PAIRING_DESTROYED,3000.0,1.0,108.0,108.0,112.0,112.0,52.0,52.0,28,28,0,0.41970002902672443,269.7521453108411,269.7521453108411,False,True
a000_i050,PAIRING_DESTROYED,10000.0,1.0,116.0,116.0,120.0,120.0,60.0,60.0,30,30,0,0.4720410159097198,398.3109008353325,398.3109008353325,False,True
a000_i050,PAIRING_DESTROYED,30000.0,1.0,120.0,120.0,124.0,124.0,64.0,64.0,31,31,0,0.5745853530608992,529.7925920422572,529.7925920422572,False,True
a000_i050,PAIRING_DESTROYED,100000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.9814485749840001,683.6835757147902,683.6835757147902,False,True
a000_i050,PAIRING_DESTROYED,1000000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.8551425015999972,990.8807558234803,990.8807558234803,False,True
a000_i075,DIRECT_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9771725307294915,0.0012694122621399804,0.0012694122621399804,False,True
a000_i075,DIRECT_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7945527765654236,0.01139990606364631,0.01139990606364631,False,True
a000_i075,DIRECT_PHYSICAL,10.0,1.0,124.0,124.0,88.0,88.0,0.0,0.0,22,22,0,0.06454443474690696,0.12364658471436955,0.12364658471436955,False,True
a000_i075,DIRECT_PHYSICAL,30.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.03747219999944473,0.9335114380911819,0.9335114380911819,False,True
a000_i075,DIRECT_PHYSICAL,100.0,1.0,140.0,140.0,124.0,124.0,4.0,4.0,31,31,0,0.04640130994056202,4.711644217840383,4.711644217840383,False,True
a000_i075,DIRECT_PHYSICAL,300.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.9428654712008352,12.574755293850862,12.574755293850862,False,True
a000_i075,DIRECT_PHYSICAL,1000.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.3651719022315024,25.82789964880888,25.82789964880888,False,True
a000_i075,DIRECT_PHYSICAL,3000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.4733040539151163,40.32743571117462,40.32743571117462,False,True
a000_i075,DIRECT_PHYSICAL,10000.0,1.0,148.0,148.0,140.0,140.0,12.0,12.0,35,35,0,0.9828429960096695,60.765588481223254,60.765588481223254,False,True
a000_i075,DIRECT_PHYSICAL,30000.0,1.0,148.0,148.0,140.0,140.0,12.0,12.0,35,35,0,0.845586964087026,82.19735490301497,82.19735490301497,False,True
a000_i075,DIRECT_PHYSICAL,100000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.7157003990330435,106.39475190513862,106.39475190513862,False,True
a000_i075,DIRECT_PHYSICAL,1000000.0,1.0,152.0,152.0,148.0,148.0,16.0,16.0,37,37,0,0.9985202174749622,159.57760894410546,159.57760894410546,False,True
a000_i075,RESOLVED_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9762375552785124,0.002756241380399768,0.002756241380399768,False,True
a000_i075,RESOLVED_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7861379975066117,0.024753457653220696,0.024753457653220696,False,True
a000_i075,RESOLVED_PHYSICAL,10.0,1.0,124.0,124.0,88.0,88.0,0.0,0.0,22,22,0,0.06454443474690696,0.268687018622404,0.268687018622404,False,True
a000_i075,RESOLVED_PHYSICAL,30.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.03747219999944473,2.0614167361492157,2.0614167361492157,False,True
a000_i075,RESOLVED_PHYSICAL,100.0,1.0,144.0,144.0,128.0,128.0,8.0,8.0,32,32,0,0.04640130994056202,11.957380197202415,11.957380197202415,False,True
a000_i075,RESOLVED_PHYSICAL,300.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.38496315404667136,36.170990171934726,36.170990171934726,False,True
a000_i075,RESOLVED_PHYSICAL,1000.0,1.0,164.0,164.0,152.0,152.0,28.0,28.0,38,38,0,0.3498330828990839,84.28659251151038,84.28659251151038,False,True
a000_i075,RESOLVED_PHYSICAL,3000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.03201103460536059,146.2907995097682,146.2907995097682,False,True
a000_i075,RESOLVED_PHYSICAL,10000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.6818480965754932,225.7563880259944,225.7563880259944,False,True
a000_i075,RESOLVED_PHYSICAL,30000.0,1.0,176.0,176.0,168.0,168.0,40.0,40.0,42,42,0,0.845586964087026,304.3903412801888,304.3903412801888,False,True
a000_i075,RESOLVED_PHYSICAL,100000.0,1.0,176.0,176.0,172.0,172.0,40.0,40.0,43,43,0,0.7157003990330435,394.9712785151573,394.9712785151573,False,True
a000_i075,RESOLVED_PHYSICAL,1000000.0,1.0,180.0,180.0,176.0,176.0,44.0,44.0,44,44,0,0.9985202174749622,577.1968225590367,577.1968225590367,False,True
a000_i075,UNRESOLVED_IMAGE,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9780502292890704,0.0012808780943363797,0.0012808780943363797,False,True
a000_i075,UNRESOLVED_IMAGE,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.8024520636016338,0.011504561030260277,0.011504561030260277,False,True
a000_i075,UNRESOLVED_IMAGE,10.0,1.0,124.0,124.0,88.0,88.0,0.0,0.0,22,22,0,0.030763219153642885,0.12498389875289692,0.12498389875289692,False,True
a000_i075,UNRESOLVED_IMAGE,30.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.09189143506973818,0.9545010560670231,0.9545010560670231,False,True
a000_i075,UNRESOLVED_IMAGE,100.0,1.0,140.0,140.0,124.0,124.0,4.0,4.0,31,31,0,0.10075477728758298,5.077718945291011,5.077718945291011,False,True
a000_i075,UNRESOLVED_IMAGE,300.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.6360354463141628,14.888558393524105,14.888558393524105,False,True
a000_i075,UNRESOLVED_IMAGE,1000.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.021785274893225237,36.7902461467908,36.7902461467908,False,True
a000_i075,UNRESOLVED_IMAGE,3000.0,1.0,156.0,156.0,148.0,148.0,20.0,20.0,37,37,0,0.37986081560149765,69.53186725621411,69.53186725621411,False,True
a000_i075,UNRESOLVED_IMAGE,10000.0,1.0,160.0,160.0,152.0,152.0,24.0,24.0,38,38,0,0.4864900244564613,118.93744696210355,118.93744696210355,False,True
a000_i075,UNRESOLVED_IMAGE,30000.0,1.0,164.0,164.0,156.0,156.0,28.0,28.0,39,39,0,0.24192735718592961,174.20316720466855,174.20316720466855,False,True
a000_i075,UNRESOLVED_IMAGE,100000.0,1.0,172.0,172.0,168.0,168.0,36.0,36.0,42,42,0,0.4477234004064585,245.96857472701572,245.96857472701572,False,True
a000_i075,UNRESOLVED_IMAGE,1000000.0,1.0,176.0,176.0,172.0,172.0,40.0,40.0,43,43,0,0.992900410620214,406.25064355064717,406.25064355064717,False,True
a000_i075,TOTAL_FLUX,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9971758262045096,0.00010742350323013758,0.00010742350323013758,False,True
a000_i075,TOTAL_FLUX,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9745824358405865,0.0009667207406307362,0.0009667207406307362,False,True
a000_i075,TOTAL_FLUX,10.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7175826204509607,0.010729890843482156,0.010729890843482156,False,True
a000_i075,TOTAL_FLUX,30.0,1.0,124.0,124.0,48.0,48.0,0.0,0.0,12,12,0,0.044314733087688074,0.09567969154317371,0.09567969154317371,False,True
a000_i075,TOTAL_FLUX,100.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.559361424073413,0.9694812775833341,0.9694812775833341,False,True
a000_i075,TOTAL_FLUX,300.0,1.0,140.0,140.0,124.0,124.0,4.0,4.0,31,31,0,0.3841741124789485,5.722522453182547,5.722522453182547,False,True
a000_i075,TOTAL_FLUX,1000.0,1.0,148.0,148.0,136.0,136.0,12.0,12.0,34,34,0,0.5806155935776909,22.40135410807032,22.40135410807032,False,True
a000_i075,TOTAL_FLUX,3000.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.09361653675852899,52.21710364673053,52.21710364673053,False,True
a000_i075,TOTAL_FLUX,10000.0,1.0,164.0,164.0,152.0,152.0,28.0,28.0,38,38,0,0.02650951205965757,105.01613578987113,105.01613578987113,False,True
a000_i075,TOTAL_FLUX,30000.0,1.0,168.0,168.0,160.0,160.0,32.0,32.0,40,40,0,0.16538768096778156,168.59692426528392,168.59692426528392,False,True
a000_i075,TOTAL_FLUX,100000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.8865668362049479,247.46488297870695,247.46488297870695,False,True
a000_i075,TOTAL_FLUX,1000000.0,1.0,176.0,176.0,172.0,172.0,40.0,40.0,43,43,0,0.37085295327148926,413.2297776302619,413.2297776302619,False,True
a000_i075,DELAY_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9762375552785124,0.002756241380399768,0.002756241380399768,False,True
a000_i075,DELAY_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7861379975066117,0.024753457653220696,0.024753457653220696,False,True
a000_i075,DELAY_ONLY,10.0,1.0,124.0,124.0,88.0,88.0,0.0,0.0,22,22,0,0.06454443474690696,0.268687018622404,0.268687018622404,False,True
a000_i075,DELAY_ONLY,30.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.03747219999944473,2.0614167361492157,2.0614167361492157,False,True
a000_i075,DELAY_ONLY,100.0,1.0,144.0,144.0,128.0,128.0,8.0,8.0,32,32,0,0.04640130994056202,11.957380197202415,11.957380197202415,False,True
a000_i075,DELAY_ONLY,300.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.38496315404667136,36.170990171934726,36.170990171934726,False,True
a000_i075,DELAY_ONLY,1000.0,1.0,164.0,164.0,152.0,152.0,28.0,28.0,38,38,0,0.3498330828990839,84.28659251151038,84.28659251151038,False,True
a000_i075,DELAY_ONLY,3000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.03201103460536059,146.2907995097682,146.2907995097682,False,True
a000_i075,DELAY_ONLY,10000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.6818480965754932,225.7563880259944,225.7563880259944,False,True
a000_i075,DELAY_ONLY,30000.0,1.0,176.0,176.0,168.0,168.0,40.0,40.0,42,42,0,0.845586964087026,304.3903412801888,304.3903412801888,False,True
a000_i075,DELAY_ONLY,100000.0,1.0,176.0,176.0,172.0,172.0,40.0,40.0,43,43,0,0.7157003990330435,394.9712785151573,394.9712785151573,False,True
a000_i075,DELAY_ONLY,1000000.0,1.0,180.0,180.0,176.0,176.0,44.0,44.0,44,44,0,0.9985202174749622,577.1968225590367,577.1968225590367,False,True
a000_i075,SPATIAL_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9765453391650852,0.0013102192539248237,0.0013102192539248237,False,True
a000_i075,SPATIAL_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.788908052485767,0.011765539426481113,0.011765539426481113,False,True
a000_i075,SPATIAL_ONLY,10.0,1.0,124.0,124.0,88.0,88.0,0.0,0.0,22,22,0,0.033023185092261764,0.1275146676072327,0.1275146676072327,False,True
a000_i075,SPATIAL_ONLY,30.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.005481390817785425,0.9582418663949414,0.9582418663949414,False,True
a000_i075,SPATIAL_ONLY,100.0,1.0,140.0,140.0,124.0,124.0,4.0,4.0,31,31,0,0.017928930576046165,4.788682144693284,4.788682144693284,False,True
a000_i075,SPATIAL_ONLY,300.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.941260114883668,12.716577066385785,12.716577066385785,False,True
a000_i075,SPATIAL_ONLY,1000.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.34733460981853304,26.007189441754598,26.007189441754598,False,True
a000_i075,SPATIAL_ONLY,3000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.4607161133104739,40.53842799990796,40.53842799990796,False,True
a000_i075,SPATIAL_ONLY,10000.0,1.0,148.0,148.0,140.0,140.0,12.0,12.0,35,35,0,0.9823717742569488,61.02508870300326,61.02508870300326,False,True
a000_i075,SPATIAL_ONLY,30000.0,1.0,148.0,148.0,140.0,140.0,12.0,12.0,35,35,0,0.8413459683125393,82.46914741032911,82.46914741032911,False,True
a000_i075,SPATIAL_ONLY,100000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.7628225743051198,106.6718026918051,106.6718026918051,False,True
a000_i075,SPATIAL_ONLY,1000000.0,1.0,152.0,152.0,148.0,148.0,16.0,16.0,37,37,0,0.9984799008424414,159.91830498975798,159.91830498975798,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9060907581763564,0.27574608964476177,0.27574608964476177,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.15481682358720794,2.355401863186081,2.355401863186081,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,10.0,1.0,148.0,148.0,112.0,112.0,12.0,12.0,28,28,0,0.044560962312836905,17.967422578514423,17.967422578514423,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,30.0,1.0,168.0,168.0,148.0,148.0,32.0,32.0,37,37,0,0.03747219999944473,60.686782090656195,60.686782090656195,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,100.0,1.0,172.0,172.0,156.0,156.0,36.0,36.0,39,39,0,0.04640130994056202,131.68565223507758,131.68565223507758,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,300.0,1.0,172.0,172.0,160.0,160.0,36.0,36.0,40,40,0,0.41055762248999716,206.17822463867805,206.17822463867805,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,1000.0,1.0,176.0,176.0,164.0,164.0,40.0,40.0,41,41,0,0.3651719022315024,294.08734281323177,294.08734281323177,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,3000.0,1.0,176.0,176.0,168.0,168.0,40.0,40.0,42,42,0,0.8954515420129394,377.4113128599985,377.4113128599985,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,10000.0,1.0,180.0,180.0,172.0,172.0,44.0,44.0,43,43,0,0.16164953318956177,471.53567358948806,471.53567358948806,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,30000.0,1.0,180.0,180.0,172.0,172.0,44.0,44.0,43,43,0,0.845586964087026,561.6971462909635,561.6971462909635,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,100000.0,1.0,180.0,180.0,176.0,176.0,44.0,44.0,44,44,0,0.7157003990330435,662.5264166982436,662.5264166982436,False,True
a000_i075,EQUALIZED_ORDER_SENSITIVITY,1000000.0,1.0,180.0,180.0,176.0,176.0,44.0,44.0,44,44,0,0.2469551339180398,858.1249732910143,858.1249732910143,False,True
a000_i075,PAIRING_DESTROYED,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9779232088388824,0.002701264200993801,0.002701264200993801,False,True
a000_i075,PAIRING_DESTROYED,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.8013088795499411,0.02424635519133017,0.02424635519133017,False,True
a000_i075,PAIRING_DESTROYED,10.0,1.0,124.0,124.0,92.0,92.0,0.0,0.0,23,23,0,0.05554913573109321,0.261638735196532,0.261638735196532,False,True
a000_i075,PAIRING_DESTROYED,30.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.041661955757783864,1.9418260582943454,1.9418260582943454,False,True
a000_i075,PAIRING_DESTROYED,100.0,1.0,144.0,144.0,128.0,128.0,8.0,8.0,32,32,0,0.2394647488541417,10.64539014640394,10.64539014640394,False,True
a000_i075,PAIRING_DESTROYED,300.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.30291604860989985,32.03407334718896,32.03407334718896,False,True
a000_i075,PAIRING_DESTROYED,1000.0,1.0,160.0,160.0,148.0,148.0,24.0,24.0,37,37,0,0.4306154771881193,74.7575177288301,74.7575177288301,False,True
a000_i075,PAIRING_DESTROYED,3000.0,1.0,168.0,168.0,160.0,160.0,32.0,32.0,40,40,0,0.7230877001236355,130.79293166629375,130.79293166629375,False,True
a000_i075,PAIRING_DESTROYED,10000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.9677411574015271,205.44285970711508,205.44285970711508,False,True
a000_i075,PAIRING_DESTROYED,30000.0,1.0,172.0,172.0,164.0,164.0,36.0,36.0,41,41,0,0.7096704166137435,279.81819944982624,279.81819944982624,False,True
a000_i075,PAIRING_DESTROYED,100000.0,1.0,176.0,176.0,172.0,172.0,40.0,40.0,43,43,0,0.16026834720074223,366.28147393917277,366.28147393917277,False,True
a000_i075,PAIRING_DESTROYED,1000000.0,1.0,176.0,176.0,172.0,172.0,40.0,40.0,43,43,0,0.8790637698582887,540.6464996187237,540.6464996187237,False,True
a050_i020,DIRECT_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9325712372861409,0.006926312454432385,0.006926312454432385,False,True
a050_i020,DIRECT_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.39314113557526775,0.0615386128084798,0.0615386128084798,False,True
a050_i020,DIRECT_PHYSICAL,10.0,1.0,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6634092005460035,0.6007722607787581,0.6007722607787581,False,True
a050_i020,DIRECT_PHYSICAL,30.0,1.0,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.9537230430301299,2.9682636219979015,2.9682636219979015,False,True
a050_i020,DIRECT_PHYSICAL,100.0,1.0,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.4858115892236655,8.751941306583465,8.751941306583465,False,True
a050_i020,DIRECT_PHYSICAL,300.0,1.0,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.9970668055151756,18.356122263942943,18.356122263942943,False,True
a050_i020,DIRECT_PHYSICAL,1000.0,1.0,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.9674089501686173,32.208852200293116,32.208852200293116,False,True
a050_i020,DIRECT_PHYSICAL,3000.0,1.0,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.7066805515175553,46.22384580395763,46.22384580395763,False,True
a050_i020,DIRECT_PHYSICAL,10000.0,1.0,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.9999311567592504,65.43124116637907,65.43124116637907,False,True
a050_i020,DIRECT_PHYSICAL,30000.0,1.0,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.9993804108332531,86.46866377055943,86.46866377055943,False,True
a050_i020,DIRECT_PHYSICAL,100000.0,1.0,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.9931156759250344,110.45116347590597,110.45116347590597,False,True
a050_i020,DIRECT_PHYSICAL,1000000.0,1.0,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.31156759250343957,158.55848675748538,158.55848675748538,False,True
a050_i020,RESOLVED_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9325712370749194,0.017962736220654092,0.017962736220654092,False,True
a050_i020,RESOLVED_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.3931411336742746,0.16066843326762495,0.16066843326762495,False,True
a050_i020,RESOLVED_PHYSICAL,10.0,1.0,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6427199768553776,1.680639062797349,1.680639062797349,False,True
a050_i020,RESOLVED_PHYSICAL,30.0,1.0,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.6871624107157446,11.673821631841612,11.673821631841612,False,True
a050_i020,RESOLVED_PHYSICAL,100.0,1.0,60.0,60.0,64.0,64.0,44.0,44.0,16,16,0,0.05236082186541757,63.33553767261696,63.33553767261696,False,True
a050_i020,RESOLVED_PHYSICAL,300.0,1.0,76.0,76.0,80.0,80.0,60.0,60.0,20,20,0,0.3668413801354977,166.4134804610755,166.4134804610755,False,True
a050_i020,RESOLVED_PHYSICAL,1000.0,1.0,88.0,88.0,92.0,92.0,72.0,72.0,23,23,0,0.0384300024326758,315.70203791610334,315.70203791610334,False,True
