geometry,arm,snr0,information_factor,oldest_legacy,oldest_common,longest_run_legacy,longest_run_common,anchor_span_legacy,anchor_span_common,n_detectable_legacy,n_detectable_common,n_mask_bits_flipped,smallest_threshold_margin_relative,j_old_legacy,j_old_common,endpoint_moved,selfcheck_mask_reproduced
a098_i075,EQUALIZED_ORDER_SENSITIVITY,100.0,1.0,180.0,180.0,168.0,168.0,44.0,44.0,42,42,0,0.3175035008946019,144.69428656911168,144.69428656911168,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,300.0,1.0,180.0,180.0,168.0,168.0,44.0,44.0,42,42,0,0.2817688097232548,234.96081751184497,234.96081751184497,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,1000.0,1.0,184.0,184.0,176.0,176.0,48.0,48.0,44,44,0,0.9792707739245159,342.2529718696644,342.2529718696644,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,3000.0,1.0,184.0,184.0,176.0,176.0,48.0,48.0,44,44,0,0.8134369653206426,443.46267603444744,443.46267603444744,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,10000.0,1.0,188.0,188.0,180.0,180.0,52.0,52.0,45,45,0,0.509081771201326,557.979258594474,557.979258594474,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,30000.0,1.0,188.0,188.0,184.0,184.0,52.0,52.0,46,46,0,0.9985741398175298,666.4747978551005,666.4747978551005,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,100000.0,1.0,188.0,188.0,184.0,184.0,52.0,52.0,46,46,0,0.9841571090836646,786.7390864511747,786.7390864511747,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,1000000.0,1.0,192.0,192.0,188.0,188.0,56.0,56.0,47,47,0,0.5842890916335428,1020.7134244461944,1020.7134244461944,False,True
a098_i075,PAIRING_DESTROYED,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9750655416897228,0.0020502226572906845,0.0020502226572906845,False,True
a098_i075,PAIRING_DESTROYED,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.775589875207505,0.018420945955619848,0.018420945955619848,False,True
a098_i075,PAIRING_DESTROYED,10.0,1.0,124.0,124.0,88.0,88.0,0.0,0.0,22,22,0,0.019830477075357567,0.20089495713115257,0.20089495713115257,False,True
a098_i075,PAIRING_DESTROYED,30.0,1.0,136.0,136.0,120.0,120.0,0.0,0.0,30,30,0,0.4365902246102632,1.5814916667795176,1.5814916667795176,False,True
a098_i075,PAIRING_DESTROYED,100.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.35295706896784584,9.609449879991876,9.609449879991876,False,True
a098_i075,PAIRING_DESTROYED,300.0,1.0,148.0,148.0,136.0,136.0,12.0,12.0,34,34,0,0.162097339737588,30.15517465616882,30.15517465616882,False,True
a098_i075,PAIRING_DESTROYED,1000.0,1.0,160.0,160.0,152.0,152.0,24.0,24.0,38,38,0,0.40714516584251037,73.743426365158,73.743426365158,False,True
a098_i075,PAIRING_DESTROYED,3000.0,1.0,176.0,176.0,168.0,168.0,40.0,40.0,42,42,0,0.3570849871608939,136.80862461834215,136.80862461834215,False,True
a098_i075,PAIRING_DESTROYED,10000.0,1.0,180.0,180.0,172.0,172.0,44.0,44.0,43,43,0,0.2411284378856744,228.65553489138668,228.65553489138668,False,True
a098_i075,PAIRING_DESTROYED,30000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.5468024367842046,322.72447630925615,322.72447630925615,False,True
a098_i075,PAIRING_DESTROYED,100000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.9716192903033521,431.6618470915548,431.6618470915548,False,True
a098_i075,PAIRING_DESTROYED,1000000.0,1.0,188.0,188.0,184.0,184.0,52.0,52.0,46,46,0,0.7296002617332551,648.5283866794795,648.5283866794795,False,True
