regime,arm,estimator,snr0,family,index,selected_hyperparameter,old_band_feature_error,radial_error_old,angular_error_old_rad,t_birth_error,tau_decay_error
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,0,1.0,4686018080286.081,0.5331906669753593,0.8251965977493979,3.3,2.8
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,1,1.0,8040188517702.027,0.5153239617970021,0.7385676016365036,3.3,5.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,2,1.0,1556497047626.8652,0.48382424703702,0.7469289377638522,3.3,2.5
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,3,1.0,1308218839133.9504,0.49454440830994006,2.073678568943593,3.3,0.5
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,4,1.0,2642326676502.6367,0.43749999999999994,2.106315510892571,3.4,1.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,5,1.0,3540748074762.0083,0.4635185816934533,1.0671348357293342,3.3,0.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,6,1.0,3104988666439.809,0.5108004016325663,0.7802607657311317,3.3,3.0
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m1_rotating_crescent,7,1.0,10636179826380.33,0.5003436253868466,0.6940132391729795,3.3,3.9
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,0,1.0,2916020213514.6787,0.4623508508068181,0.5126270654623528,3.4,3.8
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,1,1.0,10556556723626.514,0.5057661925708972,0.6769781020424698,3.3,2.6
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,2,1.0,8497344108183.379,0.4838147736346806,1.150967655800464,3.3,2.0
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,3,1.0,8160321505015.277,0.496994622667202,0.9327698183175394,3.3,4.8
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,4,1.0,8741702850229.026,0.5152039306729463,0.8322699137405434,3.3,4.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,5,1.0,1120537608187.1113,0.45825578211802925,0.6613867136314001,3.4,0.6
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,6,1.0,529231764789.63556,0.4621409013500525,1.1902252812634637,3.3,0.4
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,m2_structural_mode,7,1.0,856990107363.3594,0.4972744892713834,1.6267940880802108,3.3,1.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,0,1.0,0.8725424017195891,0.5584208328487417,1.5963238405675013,3.4,2.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,1,1.0,0.8630366705455436,0.5579965115763674,1.4976770294167083,3.4,2.9
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,2,1.0,0.8774261283647734,0.5614229317079709,1.6285829111698957,3.4,3.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,3,1.0,0.8799967937602307,0.5598756021035204,1.7619714650653422,3.3,2.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,4,1.0,0.8808946117370352,0.5597748106591437,1.7470448343900806,3.4,2.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,5,1.0,0.8615500104364626,0.559641342202594,1.4411069412072977,3.4,2.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,6,1.0,0.8741670221907683,0.5610193529387105,1.6192507694494724,3.4,1.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,plunging_feature,7,1.0,0.880836108378314,0.5580779605633912,1.7214931323083913,3.4,1.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,0,1.0,0.8643715208569103,0.530320995192767,2.9068488621653894,3.4,1.5
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,1,1.0,0.7829731364824983,0.5384602329878387,1.8155378803910514,3.4,2.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,2,1.0,0.8240272282739065,0.5345546362498548,1.0396237424325134,3.3,1.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,3,1.0,0.781898208739696,0.5219425446967246,0.790165841609907,3.3,4.5
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,4,1.0,0.7037670641771043,0.4825405497913237,0.2866159199707825,3.4,0.6
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,5,1.0,0.8026936372128481,0.43749999999999994,0.8522962135034295,3.4,2.4
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,6,1.0,0.7701718016115329,0.4826528183604851,1.7426019122382075,3.4,3.9
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,7,1.0,0.7347962192648791,0.5060871389749533,1.2412862188821103,3.3,5.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,0,1.0,0.869490175399861,0.5227662488015435,1.8386326349386652,4.0,0.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,1,1.0,0.8346618038436343,0.4815258722725696,1.3693888449099825,3.0,1.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,2,1.0,0.8292347958687565,0.4794912345218163,1.517470236583596,3.4,4.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,3,1.0,0.828840268351988,0.49894228758662473,1.360252657528643,5.0,4.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,4,1.0,0.8364254881475504,0.5123614888757265,1.2679226168944067,3.8,0.5
