regime,arm,estimator,snr0,hyperparameter,selection_error
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,3.162277660168379e-07,3.754527030787366e+17
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,1e-07,9.460649940753617e+17
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1.0,2744007171364.0195
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.31622776601683794,5714878877284.707
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.1,10431085570383.828
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.03162277660168379,17117694024639.646
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.01,24561331970417.027
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.0031622776601683794,34445872946222.176
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.001,54584419200913.73
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.00031622776601683794,96217281003035.92
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.0001,165922162237683.75
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.1622776601683795e-05,273930101198415.34
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-05,433554892711343.7
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.162277660168379e-06,623125288521549.9
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-06,837897956519298.6
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.162277660168379e-07,1150080132367281.8
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-07,1827657528162664.0
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.162277660168379e-08,3578339414998065.5
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-08,7714978404290469.0
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.1622776601683795e-09,1.5135714717328134e+16
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-09,2.4762517079623084e+16
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.1622776601683795e-10,3.597079636344166e+16
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-10,5.0035678374636504e+16
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1.0,3130072559180.014
