class,arm,estimator,snr0,family,n_truths,PHYSICAL_END_TO_END_median_reduction,PHYSICAL_END_TO_END_ci_low,PHYSICAL_END_TO_END_ci_high,PHYSICAL_END_TO_END_improves,CLASS_CONDITIONAL_median_reduction,CLASS_CONDITIONAL_ci_low,CLASS_CONDITIONAL_ci_high,CLASS_CONDITIONAL_improves
L448_contrast,TOTAL_FLUX,RIDGE_IDENTITY,100.0,m2_structural_mode,6,-0.02517854042546217,-0.19564107895810395,0.06002269043580714,False,-0.041147457476151394,-0.16194601734290928,0.05431341378775395,False
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,6,1.5582096224349748e-05,-0.000899034383023671,0.0038138775598790253,False,1.2084041584452195e-05,-0.000818419240245737,0.00398122036192632,False
L448_contrast,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,6,0.09522697465948052,0.0672387047359578,0.17457396963354146,True,0.08149217252993875,0.06138782341658103,0.10479124397088849,True
L448_contrast,TOTAL_FLUX,RIDGE_IDENTITY,100.0,plunging_feature,6,-0.07286169654777921,-0.10251768294851267,0.016838913410955305,False,-0.005462650286163046,-0.11289859113357857,0.06760147025533345,False
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,6,-6.2665977015019165e-06,-0.0005982790525659824,0.004874783493932265,False,-0.00030284072506110135,-0.002299836805378441,0.0010635903797912927,False
L448_contrast,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,-0.01660322526422604,-0.19163111611157646,0.2156902580129473,False,-0.014807727459784654,-0.17126417704478628,0.21225996117777363,False
L448_contrast,TOTAL_FLUX,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,-0.039673725842094526,-0.12993995073350836,0.07699810831702573,False,-0.07706280086621674,-0.115995860023983,0.07375485910834635,False
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,-0.0012551347657986155,-0.028009914415743464,0.0010508663574225177,False,-0.0012528528231948663,-0.03143009870921893,0.0010588954003568649,False
L448_contrast,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,6,0.12134562177054851,-0.09615076617242933,0.20239468721466458,False,0.12329977272406652,0.021576252173051095,0.21046345965341573,True
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,6,0.09066741493958948,-0.010583070585847714,0.1453303667175612,False,0.04583073150472504,-0.01434920649900209,0.13535582572646354,False
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,circular_hotspot_trajectory,6,-5.1519801573639366e-05,-0.007203263014094005,0.0055183310661175,False,-4.886042401400275e-05,-0.007153269511760609,0.0011413961728546935,False
L448_contrast,RESOLVED_PHYSICAL,TSVD,100.0,flare_birth_motion_decay,6,0.2644529761585731,0.039326008558083186,0.40258508737870946,True,0.2113653957214744,0.01752374063260284,0.3737455436430219,True
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,6,0.1045161299518441,0.05777356216605473,0.4687545389924329,True,0.14640435572969257,0.07692126984940706,0.4276257055278282,True
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,6,0.02371649356995201,0.001327904094101317,0.1921402829615302,True,0.048054995630008306,0.003952885630102822,0.3064360740480255,True
L448_contrast,RESOLVED_PHYSICAL,TSVD,100.0,m1_rotating_crescent,6,-0.01758856817156597,-0.0940880354288583,0.11488391303209693,False,0.12467023666012962,-0.04182242792109017,0.30512563771192003,False
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,6,0.09547521548515406,-0.033840690556456526,0.1603825190154819,False,0.052881212252579454,-0.04390239501187044,0.13189179004714288,False
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,6,-6.568482223387208e-05,-0.00027208891370328363,0.0009794084068234779,False,-4.9510724427136956e-05,-0.0002378912586024313,0.001542106426002366,False
