source_class,arm,estimator,snr0,bank,family,index,selected_hyperparameter,old_band_structure_error,running_max_rel_at_age0
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,5,0.00031622776601683794,10.996239346274743,0.6846441988639738
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,6,0.00031622776601683794,10.106366917719672,0.6126781906948148
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,7,0.00031622776601683794,8.524812382465743,0.79359681362767
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,0,0.00031622776601683794,36.52506360754684,0.9487037940530132
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,1,0.00031622776601683794,39.573377655919224,1.0094509131014573
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,2,0.00031622776601683794,40.535261175196304,0.9913022498539383
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,3,0.00031622776601683794,49.259752487670696,0.9998848621380729
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,4,0.00031622776601683794,30.845508284547392,0.376952432030265
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,5,0.00031622776601683794,33.4201500235157,0.932254196862754
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,6,0.00031622776601683794,37.66698417446282,0.8255535127798215
L1056,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,7,0.00031622776601683794,37.55784601191811,0.8494003808343221
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,0,0.00031622776601683794,2.085236317599662,1.3112114186851302
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,1,0.00031622776601683794,3.337878026360558,1.1495770569523445
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,2,0.00031622776601683794,1.4552714813359109,1.7564107714911583
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,3,0.00031622776601683794,2.8691209519674303,1.0120887470257425
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,4,0.00031622776601683794,3.145474193994496,0.9106978594548698
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,5,0.00031622776601683794,1.2293894649949344,2.3095640029944997
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,6,0.00031622776601683794,4.378429703366621,1.0527805976630507
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,7,0.00031622776601683794,0.6174678419427486,5.989087363188016
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,0,0.00031622776601683794,3.6149045910695534,0.9064750355059615
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,1,0.00031622776601683794,3.7914324634790573,1.530215987251951
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,2,0.00031622776601683794,4.4768926281357055,0.6867851519532651
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,3,0.00031622776601683794,3.4688091174419586,0.8875962918254434
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,4,0.00031622776601683794,3.2207460565753037,0.9371754557085603
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,5,0.00031622776601683794,6.330462268523592,1.0881771693538462
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,6,0.00031622776601683794,4.315181562094261,1.0181400292048397
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_two_hotspots,7,0.00031622776601683794,2.9253861773892065,1.030073192242208
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,0,0.00031622776601683794,4.43455426661857,0.7472636207207342
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,1,0.00031622776601683794,4.192355389294875,0.778497184179237
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,2,0.00031622776601683794,5.264284827190465,0.7320826145850035
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,3,0.00031622776601683794,6.581196628651577,1.0225824651715585
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,4,0.00031622776601683794,4.615994779677731,0.9010158067607974
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,5,0.00031622776601683794,3.5209609563772912,0.9220953339820701
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,6,0.00031622776601683794,3.6380697835366034,0.7347808407921097
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,7,0.00031622776601683794,3.6566038033686254,0.9704387300460765
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,0,0.00031622776601683794,0.9272641491873332,2.867603454073662
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,1,0.00031622776601683794,0.9719835754549118,2.842707364044699
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,2,0.00031622776601683794,2.58028214270304,1.5377779931870024
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,3,0.00031622776601683794,1.6384384291360994,1.9466731064136806
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,4,0.00031622776601683794,1.3493481990636833,2.1240232674822828
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,5,0.00031622776601683794,1.375850180207065,2.672518420706467
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,6,0.00031622776601683794,2.590440071293948,1.2427099632251073
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,plunging_hotspot,7,0.00031622776601683794,1.6583238670702634,1.6504211107187883
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,0,0.00031622776601683794,2.0541396668579197,1.0807518865894532
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,1,0.00031622776601683794,4.554137130393535,1.0264654704725578
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,2,0.00031622776601683794,1.1658325785038717,2.355834911533016
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,3,0.00031622776601683794,3.6210792001280563,0.8522915783081962
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,4,0.00031622776601683794,2.1968897360207102,1.2554304323706078
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,5,0.00031622776601683794,0.44554010984533604,9.125805927386367
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,6,0.00031622776601683794,5.2183277073739145,0.6975454122921447
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_single_hotspot,7,0.00031622776601683794,2.052615031044272,1.0284310543014528
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,0,0.00031622776601683794,2.993329560175119,1.3020724257115617
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,1,0.00031622776601683794,3.190161395779544,0.8991701683608561
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,2,0.00031622776601683794,4.242311565521011,0.701023950299901
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,3,0.00031622776601683794,4.240540085764943,0.7254406191363459
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,4,0.00031622776601683794,2.963291887680511,1.2768968315423508
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,5,0.00031622776601683794,3.762720401658566,0.9124882962865687
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,6,0.00031622776601683794,3.4760781937123566,0.873284067235637
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_two_hotspots,7,0.00031622776601683794,2.400802588056095,1.3448351641906842
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,0,0.00031622776601683794,3.890992004677385,1.1156151821217306
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,1,0.00031622776601683794,6.470609624038405,0.8250659240271614
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,2,0.00031622776601683794,4.930658954366563,0.8567525201853419
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,3,0.00031622776601683794,5.2747064291483445,0.7802111781021377
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,4,0.00031622776601683794,4.729001070964605,0.921099068797478
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,5,0.00031622776601683794,3.568113074489138,0.7792353209900634
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,6,0.00031622776601683794,4.980850442313743,0.7690581980103777
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,circular_crescent,7,0.00031622776601683794,3.981443793105953,0.5045742277425466
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,0,0.00031622776601683794,1.2750805942257513,2.4081870365738838
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,1,0.00031622776601683794,1.301578382557941,2.826877881402799
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,2,0.00031622776601683794,1.6345993753356545,1.8787406039678474
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,3,0.00031622776601683794,1.5574318360179358,1.499690019769365
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,4,0.00031622776601683794,1.395984349744482,1.9688231972428543
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,5,0.00031622776601683794,1.3223811279081912,1.792694188511148
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,6,0.00031622776601683794,2.3805176439755757,0.9302918514616774
L1056,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_080,plunging_hotspot,7,0.00031622776601683794,2.094189321941777,1.6336801292305771
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,0,0.00031622776601683794,18.50320971156788,0.5396613736907669
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,1,0.00031622776601683794,11.198663895230652,0.5395798628165538
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,2,0.00031622776601683794,10.046978186261448,0.37988394680044946
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,3,0.00031622776601683794,20.585592011114525,0.7747958863359236
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,4,0.00031622776601683794,23.867450866424683,0.7357616906288016
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,5,0.00031622776601683794,25.45072697269564,0.3167242606792585
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,6,0.00031622776601683794,14.048488857533473,0.746206783104091
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_single_hotspot,7,0.00031622776601683794,23.55920472192389,0.3842861500845346
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,0,0.00031622776601683794,9.591249796129695,0.8739729188663804
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,1,0.00031622776601683794,11.29475133763549,0.47700858020748066
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,2,0.00031622776601683794,9.795342044245672,0.603540590244735
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,3,0.00031622776601683794,8.006903800290338,0.36982635710485257
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,4,0.00031622776601683794,18.044203032826164,0.48300688322694574
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,5,0.00031622776601683794,14.416946494579546,0.6947730626621296
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,6,0.00031622776601683794,25.111001537617973,0.8171795984965475
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_two_hotspots,7,0.00031622776601683794,14.683025735989045,0.6685526353342583
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,0,0.00031622776601683794,8.599046152197735,0.6241324324586174
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,1,0.00031622776601683794,19.283802584796405,0.1928852697527292
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,2,0.00031622776601683794,10.339504494536431,0.8532332638736637
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,3,0.00031622776601683794,16.263504969258403,0.17180041789729816
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,4,0.00031622776601683794,12.535056899571238,0.721065335544937
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,5,0.00031622776601683794,10.976969098817893,0.6406279332698138
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,6,0.00031622776601683794,10.094909858637628,0.5656808660099151
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,circular_crescent,7,0.00031622776601683794,8.510878773165972,0.7369088147390774
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,0,0.00031622776601683794,36.51948191337401,0.9443490357810667
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,1,0.00031622776601683794,39.569914298594185,1.0065215063920951
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,2,0.00031622776601683794,40.53986675347743,0.9915608424595198
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,3,0.00031622776601683794,49.25864277448284,0.9976758036772748
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,4,0.00031622776601683794,30.848852943429637,0.36584659335899594
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,5,0.00031622776601683794,33.410740712512194,0.9268777317627025
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,6,0.00031622776601683794,37.66242992245683,0.8227031540637593
L1056,DIRECT_PHYSICAL,TSVD,1000.0,constant_flux_structural,plunging_hotspot,7,0.00031622776601683794,37.54839438905643,0.8436094365526714
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,0,0.00031622776601683794,2.0175427763840124,0.40008108683644655
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,1,0.00031622776601683794,3.3178676710280812,0.8355260161529708
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,2,0.00031622776601683794,1.3902037951312485,1.0023644242484855
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,3,0.00031622776601683794,2.767173152951834,0.6206376454378969
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,4,0.00031622776601683794,3.117653518950267,0.4294283141225901
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,5,0.00031622776601683794,1.1644559426310794,0.6641983154288198
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,6,0.00031622776601683794,4.338768788834609,0.795800140899435
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_single_hotspot,7,0.00031622776601683794,0.39062470425179974,0.7827193603295887
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,0,0.00031622776601683794,3.551257101177612,0.5917184782635909
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,1,0.00031622776601683794,3.7690205201236373,0.9587632837951837
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,2,0.00031622776601683794,4.451212688640692,0.4260564089652549
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,3,0.00031622776601683794,3.4488660413969745,0.6243869200769676
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,4,0.00031622776601683794,3.2074620665463245,0.6670087374052922
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,5,0.00031622776601683794,6.2932821271863375,1.02446543097362
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,6,0.00031622776601683794,4.285615843816697,0.8418997842363614
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_two_hotspots,7,0.00031622776601683794,2.854897712016025,0.6336739069919665
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,0,0.00031622776601683794,4.386191371477135,0.5828694871308715
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,1,0.00031622776601683794,4.133043635543164,0.47968883155341346
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,2,0.00031622776601683794,5.216772514112492,0.5521901702392611
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,3,0.00031622776601683794,6.569702540121957,0.9664884757736438
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,4,0.00031622776601683794,4.56774735206065,0.6531523912042221
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,5,0.00031622776601683794,3.4566541902265966,0.6687659383392832
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,6,0.00031622776601683794,3.606524740478008,0.404753905193311
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,circular_crescent,7,0.00031622776601683794,3.640394730863129,0.5600446939362494
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,0,0.00031622776601683794,0.8092318628732036,1.2159525847225217
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,1,0.00031622776601683794,0.8122559861519387,1.0988729100409997
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,2,0.00031622776601683794,2.5172413201591386,1.0158619112295904
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,3,0.00031622776601683794,1.5805369594957623,1.0212106771281926
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,4,0.00031622776601683794,1.2777543408102203,1.1586364991416516
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,5,0.00031622776601683794,1.2915702741198947,0.9576766684052777
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,6,0.00031622776601683794,2.5529083565941026,0.870920840663441
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_050,plunging_hotspot,7,0.00031622776601683794,1.5671053023558668,1.1176226473672872
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,0,0.00031622776601683794,1.9599067884303092,0.3785534663505822
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,1,0.00031622776601683794,4.533513659762227,0.9184284541918317
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,2,0.00031622776601683794,1.070587382193401,0.6692880990174773
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,3,0.00031622776601683794,3.5727145054728844,0.29782139958609954
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,4,0.00031622776601683794,2.1032250000600676,0.37669594565200704
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,5,0.00031622776601683794,0.3419489379548904,0.9606679754866827
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,6,0.00031622776601683794,5.180278642572361,0.5222741403876934
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_single_hotspot,7,0.00031622776601683794,1.9974588075071766,0.22925307449648633
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,0,0.00031622776601683794,2.93092921965067,0.4979351674582897
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,1,0.00031622776601683794,3.1504006910488758,0.3104147118240547
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,2,0.00031622776601683794,4.183400645583904,0.4567045708164895
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,3,0.00031622776601683794,4.2270309476841454,0.36533873348972223
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,4,0.00031622776601683794,2.9285917294773514,0.7136702326075567
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,5,0.00031622776601683794,3.7330828929491306,0.5322177490091073
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,6,0.00031622776601683794,3.4099362527477437,0.18765589495328777
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_two_hotspots,7,0.00031622776601683794,2.2921873758821576,0.7447556268948656
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,0,0.00031622776601683794,3.8423890591610173,0.8163856105543541
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,1,0.00031622776601683794,6.462762887562404,0.7572722734623507
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,2,0.00031622776601683794,4.890454927637781,0.6849680727921688
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,3,0.00031622776601683794,5.240508042873664,0.33119314023289903
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,4,0.00031622776601683794,4.693988326178475,0.7552222268234177
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,5,0.00031622776601683794,3.5324642474246266,0.18013444300607165
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,6,0.00031622776601683794,4.941072564113397,0.6286994533922405
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,circular_crescent,7,0.00031622776601683794,3.919222070643893,0.2695822090127281
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,plunging_hotspot,0,0.00031622776601683794,1.1791445825002669,1.0900756291829965
L1056,DIRECT_PHYSICAL,TSVD,1000.0,structure_balanced_080,plunging_hotspot,1,0.00031622776601683794,1.1996012584177793,0.9922466463141435
