geometry,spin,inclination_deg,arm,snr0,a0_999_lower_limit_M,J_old,J_old_best_mode,J_old_log_volume,deltaG_rank,deltaG_trace,deltaG_stable_rank,deltaG_min_positive_eigenvalue,deltaG_max_eigenvalue,deltaG_min_eigenvalue,deltaG_numerical_tolerance
a000_i050,0.0,50,DELAY_ONLY,1000000.0,58.11851405777771,1111.2336837156543,1281.2613205532311,25436.71971233659,,,,,,,
a000_i050,0.0,50,DELAY_ONLY,100.0,58.11851405777771,40.92859703267712,104.59457081474562,1038.199248726865,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,1.0,58.11851405777771,0.0037198820269798137,0.031463587744936884,0.052295024401086264,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,3.0,58.11851405777771,0.0331861643551436,0.2637384097480092,0.44637159326766446,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,10.0,58.11851405777771,0.3385222895494691,1.9775564477909062,3.660710708130971,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,30.0,58.11851405777771,2.0944615888653577,7.3226600079765225,16.405811539490507,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,100.0,58.11851405777771,8.381029576956609,17.594145556986867,55.51302405203235,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,300.0,58.11851405777771,18.131004230525104,31.5401385964832,138.12311516162612,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,1000.0,58.11851405777771,33.86845968268223,50.01973734159175,308.5217152331949,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,3000.0,58.11851405777771,50.87130706569217,68.3618814265363,550.954468397783,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,10000.0,58.11851405777771,71.1601491003283,92.57257939783123,918.1919999821527,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,30000.0,58.11851405777771,93.5338727675661,117.9086254794639,1345.8396865083998,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,100000.0,58.11851405777771,121.37710389550094,146.4572432598369,1895.3219886713139,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,1000000.0,58.11851405777771,176.41414193710378,203.93407029313013,3151.580016243832,,,,,,,
a000_i050,0.0,50,SPATIAL_ONLY,100.0,58.11851405777771,8.381029576956609,17.594145556986867,55.51302405203235,,,,,,,
a000_i050,0.0,50,EQUALIZED_ORDER_SENSITIVITY,1.0,58.11851405777771,1.8339439620095734,18.04756807097534,83.58302835569309,,,,,,,
