geometry,source_class,arm,retarded_age,lambda_max_per_snr2,lambda_min_per_snr2,log_information_volume_at_reference_snr
a050_i050,C528_S,RESOLVED_PHYSICAL,88.0,0.0007028709620308026,0.0,11.627891474619524
a050_i050,C528_S,RESOLVED_PHYSICAL,92.0,0.00041397736520765974,0.0,8.601251266725793
a050_i050,C528_S,RESOLVED_PHYSICAL,96.0,9.095182173159873e-05,0.0,3.9237800859033136
a050_i050,C528_S,RESOLVED_PHYSICAL,100.0,4.210554966775654e-05,0.0,1.2012304223446686
a050_i050,C528_S,RESOLVED_PHYSICAL,104.0,1.0601449362979892e-05,0.0,0.4035447640820868
a050_i050,C528_S,RESOLVED_PHYSICAL,108.0,4.754604251015606e-06,0.0,0.20302429894607205
a050_i050,C528_S,RESOLVED_PHYSICAL,112.0,2.0429051637523035e-06,0.0,0.09610937119033502
a050_i050,C528_S,RESOLVED_PHYSICAL,116.0,1.4019611396527833e-06,0.0,0.026396303882545304
a050_i050,C528_S,RESOLVED_PHYSICAL,120.0,1.011773893141294e-06,0.0,0.010292423322557729
a050_i050,C528_S,RESOLVED_PHYSICAL,124.0,1.0863381398137963e-07,0.0,0.0010859531305287967
a050_i050,C528_S,RESOLVED_PHYSICAL,128.0,4.363943355219729e-10,0.0,4.363940060183707e-06
a050_i050,C528_S,RESOLVED_PHYSICAL,132.0,5.1286753253369917e-14,0.0,5.128675380477146e-10
a050_i050,C528_S,RESOLVED_PHYSICAL,136.0,1.7250414692754089e-19,0.0,1.7250414694234427e-15
a050_i050,C528_S,RESOLVED_PHYSICAL,140.0,1.657681009700945e-26,0.0,1.6576810097020615e-22
a050_i050,C528_S,RESOLVED_PHYSICAL,144.0,4.550397903174469e-35,0.0,4.550397903174504e-31
a050_i050,C528_S,RESOLVED_PHYSICAL,148.0,3.568124793125004e-45,0.0,3.5681247931250105e-41
a050_i050,C528_S,RESOLVED_PHYSICAL,152.0,7.992314587201188e-57,0.0,7.992314587201205e-53
a050_i050,C528_S,RESOLVED_PHYSICAL,156.0,5.1138378033720874e-70,0.0,5.113837803372097e-66
a050_i050,C528_S,RESOLVED_PHYSICAL,160.0,9.346804759064251e-85,0.0,9.34680475906426e-81
a050_i050,C528_S,RESOLVED_PHYSICAL,164.0,4.880015875804409e-101,0.0,4.880015875804415e-97
a050_i050,C528_S,RESOLVED_PHYSICAL,168.0,7.278152326826304e-119,0.0,7.27815232682631e-115
a050_i050,C528_S,RESOLVED_PHYSICAL,172.0,3.100722416154264e-138,0.0,3.100722416154266e-134
a050_i050,C528_S,RESOLVED_PHYSICAL,176.0,3.773518462183589e-159,0.0,3.773518462183592e-155
a050_i050,C528_S,RESOLVED_PHYSICAL,180.0,1.3118129427928148e-181,0.0,1.3118129427928156e-177
a050_i050,C528_S,RESOLVED_PHYSICAL,184.0,1.302684320698554e-205,0.0,1.3026843206985548e-201
a050_i050,C528_S,RESOLVED_PHYSICAL,188.0,3.6952880921179816e-231,0.0,3.6952880921179845e-227
a050_i050,C528_S,RESOLVED_PHYSICAL,192.0,2.9943272402576807e-258,0.0,2.9943272402576824e-254
a050_i050,C528_S,RESOLVED_PHYSICAL,196.0,6.930938768039562e-287,0.0,6.930938768039564e-283
a050_i050,C528_S,RESOLVED_PHYSICAL,200.0,4.582756e-317,0.0,4.58275728083e-313
a050_i050,C528_S,RESOLVED_PHYSICAL,204.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,208.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,212.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,216.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,220.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,224.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,228.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,232.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,236.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,240.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,244.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,248.0,0.0,0.0,0.0
a050_i050,C528_S,RESOLVED_PHYSICAL,252.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,0.0,0.2809343214534784,0.0,90.9607295423676
a050_i050,C528_S,DELAY_ONLY,4.0,0.3319054106558039,1.50018257350758e-14,114.17325233270873
a050_i050,C528_S,DELAY_ONLY,8.0,0.3912122084993739,1.553392709121559e-11,140.7546111498103
a050_i050,C528_S,DELAY_ONLY,12.0,0.46850817120803173,2.582623492901434e-10,173.02257607462363
a050_i050,C528_S,DELAY_ONLY,16.0,0.6500738019341483,4.2585893720522936e-09,205.9126080985357
a050_i050,C528_S,DELAY_ONLY,20.0,0.6937437491049157,6.532839876206432e-08,219.6869851759674
a050_i050,C528_S,DELAY_ONLY,24.0,0.6991777700042829,3.672805604658669e-07,221.22178333710687
a050_i050,C528_S,DELAY_ONLY,28.0,0.6939430064769275,5.628101973411514e-07,223.01764139562795
a050_i050,C528_S,DELAY_ONLY,32.0,0.6522125811532069,5.997519251359517e-07,218.5800367622361
a050_i050,C528_S,DELAY_ONLY,36.0,0.5537457275504554,4.781308743046524e-07,208.33502367533617
a050_i050,C528_S,DELAY_ONLY,40.0,0.4010254075096137,3.534810206762501e-07,186.56865585163402
a050_i050,C528_S,DELAY_ONLY,44.0,0.28273264397723274,3.2163238137275586e-07,159.25101404525046
a050_i050,C528_S,DELAY_ONLY,48.0,0.19980610156163042,3.313246798611886e-07,149.02839172771485
a050_i050,C528_S,DELAY_ONLY,52.0,0.12340382241951658,2.8383784402369786e-07,138.83211470203804
a050_i050,C528_S,DELAY_ONLY,56.0,0.04958818032325757,1.5717437386430213e-07,124.27120737554047
a050_i050,C528_S,DELAY_ONLY,60.0,0.020002205677517683,7.499245429094043e-08,107.4988426471451
a050_i050,C528_S,DELAY_ONLY,64.0,0.017295728261194965,4.7314175003589655e-08,95.93322793124456
a050_i050,C528_S,DELAY_ONLY,68.0,0.01843749393314774,3.480271491074662e-08,91.79073150035234
a050_i050,C528_S,DELAY_ONLY,72.0,0.018704873123678453,2.7167748079629823e-08,88.31953449325957
a050_i050,C528_S,DELAY_ONLY,76.0,0.01872206947369613,2.0380962367031347e-08,78.68176078178702
a050_i050,C528_S,DELAY_ONLY,80.0,0.016157474212498326,1.2769646765118848e-08,67.87832642460316
a050_i050,C528_S,DELAY_ONLY,84.0,0.015329844070901747,1.0476662481800247e-10,51.3241420988789
a050_i050,C528_S,DELAY_ONLY,88.0,0.014457032368453367,3.0912509818197507e-12,37.182281687807
a050_i050,C528_S,DELAY_ONLY,92.0,0.012092936438773082,2.0128391284719873e-14,26.89142327095609
a050_i050,C528_S,DELAY_ONLY,96.0,0.0021043937078235927,4.679804018585472e-18,13.553819966630911
a050_i050,C528_S,DELAY_ONLY,100.0,8.504382827355327e-05,3.535291965903041e-22,3.3426236261152034
a050_i050,C528_S,DELAY_ONLY,104.0,8.028450857756065e-05,0.0,1.749220330458832
a050_i050,C528_S,DELAY_ONLY,108.0,4.8841500228982614e-05,0.0,1.0753443929463733
a050_i050,C528_S,DELAY_ONLY,112.0,2.7066401648540796e-05,0.0,0.4465538000769519
a050_i050,C528_S,DELAY_ONLY,116.0,5.603316947513977e-06,0.0,0.086728042594927
a050_i050,C528_S,DELAY_ONLY,120.0,4.070405001207118e-06,0.0,0.040207908149243486
a050_i050,C528_S,DELAY_ONLY,124.0,4.3718027002048885e-07,0.0,0.004362525495173118
a050_i050,C528_S,DELAY_ONLY,128.0,1.756208176711014e-09,0.0,1.7561935185619316e-05
a050_i050,C528_S,DELAY_ONLY,132.0,2.063963949601998e-13,0.0,2.0639639544141943e-09
a050_i050,C528_S,DELAY_ONLY,136.0,6.942189120929566e-19,0.0,6.942189121111911e-15
a050_i050,C528_S,DELAY_ONLY,140.0,6.671106333674652e-26,0.0,6.671106333676042e-22
a050_i050,C528_S,DELAY_ONLY,144.0,1.8312442559792522e-34,0.0,1.831244255979259e-30
a050_i050,C528_S,DELAY_ONLY,148.0,1.4359421244170682e-44,0.0,1.4359421244170719e-40
a050_i050,C528_S,DELAY_ONLY,152.0,3.2163956847775923e-56,0.0,3.2163956847775986e-52
a050_i050,C528_S,DELAY_ONLY,156.0,2.0579927959490447e-69,0.0,2.057992795949049e-65
a050_i050,C528_S,DELAY_ONLY,160.0,3.761491388446538e-84,0.0,3.761491388446547e-80
a050_i050,C528_S,DELAY_ONLY,164.0,1.9638944179848668e-100,0.0,1.963894417984873e-96
a050_i050,C528_S,DELAY_ONLY,168.0,2.9289910302887378e-118,0.0,2.9289910302887446e-114
a050_i050,C528_S,DELAY_ONLY,172.0,1.2478425480126405e-137,0.0,1.2478425480126438e-133
a050_i050,C528_S,DELAY_ONLY,176.0,1.5185999457068597e-158,0.0,1.5185999457068633e-154
a050_i050,C528_S,DELAY_ONLY,180.0,5.279208472588104e-181,0.0,5.2792084725881165e-177
a050_i050,C528_S,DELAY_ONLY,184.0,5.2424716044486e-205,0.0,5.242471604448612e-201
a050_i050,C528_S,DELAY_ONLY,188.0,1.4871172229045666e-230,0.0,1.4871172229045705e-226
a050_i050,C528_S,DELAY_ONLY,192.0,1.2050252913967744e-257,0.0,1.2050252913967761e-253
a050_i050,C528_S,DELAY_ONLY,196.0,2.789259769714193e-286,0.0,2.789259769714196e-282
a050_i050,C528_S,DELAY_ONLY,200.0,1.84426613e-316,0.0,1.844267807796e-312
a050_i050,C528_S,DELAY_ONLY,204.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,208.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,212.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,216.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,220.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,224.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,228.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,232.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,236.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,240.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,244.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,248.0,0.0,0.0,0.0
a050_i050,C528_S,DELAY_ONLY,252.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,0.0,0.2811612305172473,5.114118426550565e-06,157.16061192701255
a050_i050,C528_S,SPATIAL_ONLY,4.0,0.3322407904214888,7.872183556000866e-06,175.82767830366603
a050_i050,C528_S,SPATIAL_ONLY,8.0,0.3915929701339814,1.1324688049564303e-05,193.38069647732095
a050_i050,C528_S,SPATIAL_ONLY,12.0,0.468885735251435,1.2601174356353818e-05,212.30999657528736
a050_i050,C528_S,SPATIAL_ONLY,16.0,0.65053006114588,5.388351630312054e-06,233.6837140768934
a050_i050,C528_S,SPATIAL_ONLY,20.0,0.6942456488681701,2.065117146873021e-06,244.1150042474452
a050_i050,C528_S,SPATIAL_ONLY,24.0,0.6997097715861775,1.7523887052948343e-06,244.64781675844705
a050_i050,C528_S,SPATIAL_ONLY,28.0,0.6943615108842229,1.347512001603392e-06,238.1932129378713
a050_i050,C528_S,SPATIAL_ONLY,32.0,0.6524499495228278,1.2726904147975542e-06,225.9750167155225
a050_i050,C528_S,SPATIAL_ONLY,36.0,0.5539094463926522,1.4134061998782536e-06,207.52083288137655
a050_i050,C528_S,SPATIAL_ONLY,40.0,0.400890180938794,1.3081553979315142e-06,175.3995777174733
a050_i050,C528_S,SPATIAL_ONLY,44.0,0.282279890673805,1.0131073355863288e-06,137.92494694731016
a050_i050,C528_S,SPATIAL_ONLY,48.0,0.19898896661542556,4.2271888638857943e-07,110.52737912113245
a050_i050,C528_S,SPATIAL_ONLY,52.0,0.12250716735011996,1.7587221378926523e-07,85.43083042762136
a050_i050,C528_S,SPATIAL_ONLY,56.0,0.04877395463731485,3.5910141156511284e-08,55.12606637433363
a050_i050,C528_S,SPATIAL_ONLY,60.0,0.006443860952366562,6.631163691552247e-10,18.16317673466638
a050_i050,C528_S,SPATIAL_ONLY,64.0,7.595264202787027e-05,1.605590792611716e-12,0.9245857686458334
a050_i050,C528_S,SPATIAL_ONLY,68.0,3.812931237651368e-08,2.0032591340636392e-16,0.00048087526848098513
a050_i050,C528_S,SPATIAL_ONLY,72.0,6.341338293423289e-13,4.0043370731005903e-22,7.244234658668828e-09
a050_i050,C528_S,SPATIAL_ONLY,76.0,3.2094502494689446e-19,1.633466757044619e-29,3.4855468018921967e-15
a050_i050,C528_S,SPATIAL_ONLY,80.0,4.7881704052583984e-27,2.5649815318600733e-38,5.06840325544743e-23
a050_i050,C528_S,SPATIAL_ONLY,84.0,2.07651648044729e-36,2.2126936403331765e-48,2.1688751318317214e-32
a050_i050,C528_S,SPATIAL_ONLY,88.0,2.599637527066554e-47,8.217022445160019e-60,2.6957800398685487e-43
a050_i050,C528_S,SPATIAL_ONLY,92.0,9.359779543946875e-60,9.81134905817587e-73,9.667142539652591e-56
a050_i050,C528_S,SPATIAL_ONLY,96.0,9.67052855015726e-74,3.301626894615789e-87,9.96531940722285e-70
a050_i050,C528_S,SPATIAL_ONLY,100.0,2.8634896479486223e-89,2.867315138453199e-103,2.9468766673693917e-85
a050_i050,C528_S,SPATIAL_ONLY,104.0,2.427958206267774e-106,6.230320776935689e-121,2.49673734935316e-102
a050_i050,C528_S,SPATIAL_ONLY,108.0,5.891822010470072e-125,3.40676798450714e-140,6.056044084250152e-121
a050_i050,C528_S,SPATIAL_ONLY,112.0,4.090329602593432e-145,5.61816845205844e-161,4.2033212168292286e-141
a050_i050,C528_S,SPATIAL_ONLY,116.0,8.121790000332815e-167,3.3428297424660973e-183,8.345180658223083e-163
a050_i050,C528_S,SPATIAL_ONLY,120.0,4.611530992683135e-190,9.069288149711064e-207,4.7382107178232855e-186
a050_i050,C528_S,SPATIAL_ONLY,124.0,7.486422690702047e-215,0.0,7.692234430422818e-211
a050_i050,C528_S,SPATIAL_ONLY,128.0,3.474480269740738e-241,0.0,3.57020480798228e-237
a050_i050,C528_S,SPATIAL_ONLY,132.0,4.609487415310362e-269,0.0,4.736879640612291e-265
a050_i050,C528_S,SPATIAL_ONLY,136.0,1.7479601012972538e-298,0.0,1.7964525124223133e-294
a050_i050,C528_S,SPATIAL_ONLY,140.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,144.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,148.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,152.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,156.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,160.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,164.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,168.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,172.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,176.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,180.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,184.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,188.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,192.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,196.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,200.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,204.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,208.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,212.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,216.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,220.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,224.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,228.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,232.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,236.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,240.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,244.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,248.0,0.0,0.0,0.0
a050_i050,C528_S,SPATIAL_ONLY,252.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,0.0,0.2746071476502078,0.0,90.48659195202178
a050_i050,C528_S,UNRESOLVED_IMAGE,4.0,0.3243986534579345,1.4705073006350146e-14,113.56762838082348
a050_i050,C528_S,UNRESOLVED_IMAGE,8.0,0.38238208341639734,1.519773701421601e-11,140.02434528912175
a050_i050,C528_S,UNRESOLVED_IMAGE,12.0,0.45848168171485143,2.5276671320843887e-10,172.13416477674298
a050_i050,C528_S,UNRESOLVED_IMAGE,16.0,0.6359278267903952,4.166019313632214e-09,204.90757368480365
a050_i050,C528_S,UNRESOLVED_IMAGE,20.0,0.6786394987941662,5.908051093405471e-08,218.65283359667376
a050_i050,C528_S,UNRESOLVED_IMAGE,24.0,0.6839305125198911,4.352949439636212e-09,219.54300691852444
a050_i050,C528_S,UNRESOLVED_IMAGE,28.0,0.678628930924212,3.416864700029346e-10,214.7665296112185
a050_i050,C528_S,UNRESOLVED_IMAGE,32.0,0.6374910320057735,2.5052102316866467e-11,201.02610877530648
a050_i050,C528_S,UNRESOLVED_IMAGE,36.0,0.5407573284673921,1.4443984310728685e-12,175.01285233499692
a050_i050,C528_S,UNRESOLVED_IMAGE,40.0,0.3909348149379992,1.4080637249446824e-13,138.85808285619413
a050_i050,C528_S,UNRESOLVED_IMAGE,44.0,0.2752259781112951,5.2126310156435235e-14,97.21257730348886
a050_i050,C528_S,UNRESOLVED_IMAGE,48.0,0.19414700223900638,1.8612642320767015e-12,70.78184050857783
a050_i050,C528_S,UNRESOLVED_IMAGE,52.0,0.11961522327615988,3.799660333908861e-11,51.53644905253089
a050_i050,C528_S,UNRESOLVED_IMAGE,56.0,0.04767056964286471,1.6981460523378093e-10,32.65709216933821
a050_i050,C528_S,UNRESOLVED_IMAGE,60.0,0.0063337902035694015,1.7285799011052827e-09,15.379927329562488
a050_i050,C528_S,UNRESOLVED_IMAGE,64.0,0.00010597630685933645,7.166060442859003e-11,3.145327601138367
a050_i050,C528_S,UNRESOLVED_IMAGE,68.0,5.578947169558927e-05,2.549414646389753e-11,1.7542236925269301
a050_i050,C528_S,UNRESOLVED_IMAGE,72.0,4.6388012870657004e-05,1.3211629020508884e-13,1.4658229653532135
a050_i050,C528_S,UNRESOLVED_IMAGE,76.0,3.95558157588699e-05,2.8532392884060055e-17,1.2412950088948778
a050_i050,C528_S,UNRESOLVED_IMAGE,80.0,3.346476884334721e-05,9.71377409946875e-22,0.9988485152273971
a050_i050,C528_S,UNRESOLVED_IMAGE,84.0,2.8866226681576482e-05,0.0,0.7970995968245291
a050_i050,C528_S,UNRESOLVED_IMAGE,88.0,2.2499994049156386e-05,0.0,0.6129472536605967
a050_i050,C528_S,UNRESOLVED_IMAGE,92.0,1.553756635228473e-05,0.0,0.432481518921119
a050_i050,C528_S,UNRESOLVED_IMAGE,96.0,8.477132851647195e-06,0.0,0.1813437572968863
a050_i050,C528_S,UNRESOLVED_IMAGE,100.0,1.7574940978962589e-06,0.0,0.03513933075090726
a050_i050,C528_S,UNRESOLVED_IMAGE,104.0,1.6655225105396903e-07,0.0,0.0027012548039428027
a050_i050,C528_S,UNRESOLVED_IMAGE,108.0,3.497714911727206e-09,0.0,0.00015409239758436757
a050_i050,C528_S,UNRESOLVED_IMAGE,112.0,1.3999705098253225e-09,0.0,6.452381757660768e-05
a050_i050,C528_S,UNRESOLVED_IMAGE,116.0,8.813602328965261e-10,0.0,1.6834710907625108e-05
a050_i050,C528_S,UNRESOLVED_IMAGE,120.0,6.345018997649849e-10,0.0,6.482081787790605e-06
a050_i050,C528_S,UNRESOLVED_IMAGE,124.0,6.812679741983562e-11,0.0,6.813890948268949e-07
a050_i050,C528_S,UNRESOLVED_IMAGE,128.0,2.736731112145966e-13,0.0,2.7367347735593535e-09
a050_i050,C528_S,UNRESOLVED_IMAGE,132.0,3.216312450936682e-17,0.0,3.2163124840888026e-13
a050_i050,C528_S,UNRESOLVED_IMAGE,136.0,1.0818139196042803e-22,0.0,1.0818139196911468e-18
a050_i050,C528_S,UNRESOLVED_IMAGE,140.0,1.0395705972863333e-29,0.0,1.0395705972869882e-25
a050_i050,C528_S,UNRESOLVED_IMAGE,144.0,2.8536611316715074e-38,0.0,2.8536611316715272e-34
a050_i050,C528_S,UNRESOLVED_IMAGE,148.0,2.237654651693404e-48,0.0,2.2376546516934088e-44
a050_i050,C528_S,UNRESOLVED_IMAGE,152.0,5.01216772134944e-60,0.0,5.01216772134945e-56
a050_i050,C528_S,UNRESOLVED_IMAGE,156.0,3.207007493339163e-73,0.0,3.2070074933391697e-69
a050_i050,C528_S,UNRESOLVED_IMAGE,160.0,5.861600241081438e-88,0.0,5.86160024108145e-84
a050_i050,C528_S,UNRESOLVED_IMAGE,164.0,3.060372284588093e-104,0.0,3.0603722845880994e-100
a050_i050,C528_S,UNRESOLVED_IMAGE,168.0,4.564299836495516e-122,0.0,4.56429983649552e-118
a050_i050,C528_S,UNRESOLVED_IMAGE,172.0,1.9445356708056506e-141,0.0,1.9445356708056513e-137
a050_i050,C528_S,UNRESOLVED_IMAGE,176.0,2.3664618335169957e-162,0.0,2.3664618335169977e-158
a050_i050,C528_S,UNRESOLVED_IMAGE,180.0,8.226686295411523e-185,0.0,8.226686295411528e-181
a050_i050,C528_S,UNRESOLVED_IMAGE,184.0,8.169438567607468e-209,0.0,8.169438567607473e-205
a050_i050,C528_S,UNRESOLVED_IMAGE,188.0,2.3174017356700011e-234,0.0,2.317401735670003e-230
a050_i050,C528_S,UNRESOLVED_IMAGE,192.0,1.8778127633777917e-261,0.0,1.877812763377793e-257
a050_i050,C528_S,UNRESOLVED_IMAGE,196.0,4.346554079271112e-290,0.0,4.346554079271114e-286
a050_i050,C528_S,UNRESOLVED_IMAGE,200.0,2.874e-320,0.0,2.87546206e-316
a050_i050,C528_S,UNRESOLVED_IMAGE,204.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,208.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,212.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,216.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,220.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,224.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,228.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,232.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,236.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,240.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,244.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,248.0,0.0,0.0,0.0
a050_i050,C528_S,UNRESOLVED_IMAGE,252.0,0.0,0.0,0.0
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,0.0,0.2809343214534784,0.0,90.9607295423676
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,4.0,0.3319054106558039,1.50018257350758e-14,114.17325233270873
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,8.0,0.39121220849937366,1.5533927074803716e-11,140.75461114980882
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,12.0,0.46850817120803334,2.582623441969285e-10,173.02257614824916
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,16.0,0.6500738025937693,4.25774878085062e-09,205.91428897076906
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,20.0,0.6937452633075079,6.046064449425506e-08,222.18712507676787
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,24.0,0.6993825145398512,4.497109687391231e-09,250.65304947429985
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,28.0,1.690122034800218,3.6511470686122484e-10,282.3464464638018
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,32.0,2.574847916185444,3.128379862894914e-11,300.25805728983005
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,36.0,2.6647271766187552,2.5212916233356554e-12,311.75707199683865
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,40.0,2.6704012164480435,4.276958279660507e-13,330.6764770662495
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,44.0,2.6801359257116464,3.391610983976849e-11,361.0723548224349
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,48.0,4.803024546989449,6.625637046797288e-09,383.010893299856
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,52.0,5.635966158483096,1.5796771865630501e-07,390.42243172622744
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,56.0,5.6154403991738455,1.01063524492642e-06,383.865117778924
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,60.0,5.6094768232608825,1.11309401675779e-05,376.266210576828
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,64.0,5.549615571527665,3.381480963460208e-05,380.2205344787007
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,68.0,3.9108352473502355,8.782186895593821e-05,367.6160071735003
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,72.0,0.9197155384624364,8.754166762206317e-07,326.51952656167106
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,76.0,0.316981474445058,1.862160477328035e-10,260.8127163748645
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,80.0,0.17534632509427467,5.377569082213991e-15,208.38518696273525
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,84.0,0.11267938056277246,1.7038705013622569e-18,177.07539249811597
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,88.0,0.08849455342407576,0.0,154.25086795083885
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,92.0,0.07053560833655385,0.0,134.82403643066743
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,96.0,0.050761812043981586,0.0,111.8625526175106
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,100.0,0.038068937032807185,0.0,91.1174157642028
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,104.0,0.02973629563750127,0.0,73.32896211852072
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,108.0,0.021678145743481182,0.0,54.768843204381476
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,112.0,0.009321326818762994,0.0,38.06125563425378
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,116.0,0.006396843118660532,0.0,17.850188267813998
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,120.0,0.004616503755303508,0.0,4.672440109110422
a050_i050,C528_S,EQUALIZED_ORDER_SENSITIVITY,124.0,0.0004956724161372941,0.0,1.7854540020722063
