run_id,config_hash,spatial_structure,gamma,attenuation,readout,retarded_age,class_dimension,epoch_energy_fraction,orders_covering,shallowest_covering_order,numerical_rank,operational_rank,sigma_max,sigma_min_positive,kappa_positive,trace_information,detectable
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,39,3,0.999380503580925,2,4,2,2,1.3649251956761115,1.2257504893628122,1.1135424440137465,3.3654850519646446,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,40,3,0.9996873239116094,1,5,2,2,1.203226344523095,1.080539274449283,1.1135424440137467,2.615318759781793,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,41,3,0.9996851542626777,1,5,2,1,1.0872423897282917,0.9763816328449442,1.1135424440137465,2.1354171069790455,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,42,3,0.9996636150299795,1,5,2,1,1.0545088036003327,0.9469857294342297,1.1135424440137467,2.008770788622685,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,43,3,0.9995457127264703,1,5,2,1,1.0506847243654192,0.9435515727431478,1.1135424440137465,1.9942279604409046,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,0,3,0.9995457127264703,1,0,2,0,0.4363301282855958,0.39183969199490104,1.1135424440137467,0.3439223250723834,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,1,3,0.9996636150299794,1,0,2,0,0.45409546355173835,0.4077935834353636,1.1135424440137462,0.372498296709323,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,2,3,0.9996851542626778,1,0,2,0,0.4900416504864251,0.44007451455561714,1.113542444013747,0.4338063975728217,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,3,3,0.9996873239116093,1,0,2,0,0.5473732291266963,0.4915602742125373,1.1135424440137467,0.5412489551484916,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,4,3,0.999380503580925,2,0,2,0,0.6138627703560385,0.5512702040735686,1.1135424440137467,0.6807263387285045,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,5,3,0.9993748857268744,2,0,2,0,0.6617704895204798,0.5942930088368598,1.1135424440137465,0.7911243611525434,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,6,3,0.9993748434258852,2,0,2,0,0.696261765841619,0.6252673794201812,1.1135424440137465,0.8757397423398703,False
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,unresolved_sum,7,3,0.9993748432949388,2,0,2,0,0.7388472400570175,0.6635106223646529,1.1135424440137465,0.9861415901306011,False
