family,index,off_manifold,canary,age_M,peak,cardinality,peak_r,peak_phi,peak_amplitude,peak_prominence
two_hotspot_trajectories,1,False,False,44.0,0,2,32.92261197712315,0.9817477042468103,0.1726105595923947,0.24262426109334362
two_hotspot_trajectories,1,False,False,44.0,1,2,47.44048402731512,2.405281875404685,0.09334348573218743,0.08892666604372478
two_hotspot_trajectories,1,False,False,46.0,0,2,32.92261197712315,0.9817477042468103,0.17267562592364769,0.2426901464314392
two_hotspot_trajectories,1,False,False,46.0,1,2,47.44048402731512,2.405281875404685,0.09332789367079575,0.08885446735864697
two_hotspot_trajectories,1,False,False,48.0,0,2,32.92261197712315,0.9817477042468103,0.17268639365924088,0.24270106391723634
two_hotspot_trajectories,1,False,False,48.0,1,2,47.44048402731512,2.405281875404685,0.09329951076789114,0.08892335709363866
two_hotspot_trajectories,1,False,False,50.0,0,2,32.92261197712315,0.9817477042468103,0.1726428552794821,0.24265695593514655
two_hotspot_trajectories,1,False,False,50.0,1,2,47.44048402731512,2.405281875404685,0.09325834599150935,0.08898772194843138
two_hotspot_trajectories,1,False,False,52.0,0,2,32.92261197712315,0.9326603190344698,0.17255315824923484,0.24256620887705155
two_hotspot_trajectories,1,False,False,52.0,1,2,47.44048402731512,2.356194490192345,0.09326796138935001,0.08910248571514914
two_hotspot_trajectories,1,False,False,54.0,0,2,32.92261197712315,0.9326603190344698,0.1726473804078848,0.24266151705147226
two_hotspot_trajectories,1,False,False,54.0,1,2,47.44048402731512,2.356194490192345,0.0933064681971204,0.08911674437755628
two_hotspot_trajectories,1,False,False,56.0,0,2,32.92261197712315,0.9326603190344698,0.17268732351493096,0.24270198973245694
two_hotspot_trajectories,1,False,False,56.0,1,2,47.44048402731512,2.356194490192345,0.09333219093352463,0.08908591679736597
two_hotspot_trajectories,1,False,False,58.0,0,2,32.92261197712315,0.9326603190344698,0.17267295982907685,0.24268743351996558
two_hotspot_trajectories,1,False,False,58.0,1,2,47.44048402731512,2.356194490192345,0.09334512147010815,0.08907490188846595
two_hotspot_trajectories,1,False,False,60.0,0,2,32.92261197712315,0.9326603190344698,0.17260429939400282,0.24261792455763845
two_hotspot_trajectories,1,False,False,60.0,1,2,47.44048402731512,2.356194490192345,0.09334525571856958,0.08918048397104159
two_hotspot_trajectories,1,False,False,62.0,0,2,32.92261197712315,0.8835729338221293,0.17260346978992222,0.24261706001035904
two_hotspot_trajectories,1,False,False,62.0,1,2,47.44048402731512,2.356194490192345,0.09333259363643191,0.0892728566077981
two_hotspot_trajectories,1,False,False,64.0,0,2,32.92261197712315,0.8835729338221293,0.17267258027534493,0.2426870268019487
two_hotspot_trajectories,1,False,False,64.0,1,2,47.44048402731512,2.356194490192345,0.09330713922712978,0.08934394071813513
two_hotspot_trajectories,1,False,False,66.0,0,2,32.92261197712315,0.8835729338221293,0.17268739423997795,0.24270204377714005
two_hotspot_trajectories,1,False,False,66.0,1,2,47.44048402731512,2.356194490192345,0.09326890053440907,0.0892493523654482
two_hotspot_trajectories,1,False,False,68.0,0,2,32.92261197712315,0.8835729338221293,0.17264790135062766,0.2426620345120535
two_hotspot_trajectories,1,False,False,68.0,1,2,47.44048402731512,2.3071071049800045,0.09325734532668574,0.08918131067170837
two_hotspot_trajectories,1,False,False,70.0,0,2,32.92261197712315,0.8835729338221293,0.17255412903308492,0.24256718913724745
two_hotspot_trajectories,1,False,False,70.0,1,2,47.44048402731512,2.3071071049800045,0.09329877815768536,0.08923948337784894
two_hotspot_trajectories,1,False,False,72.0,0,2,32.92261197712315,0.8344855486097889,0.17264216673792993,0.24265620462582563
two_hotspot_trajectories,1,False,False,72.0,1,2,47.44048402731512,2.3071071049800045,0.09332742934657771,0.08937307636851058
two_hotspot_trajectories,1,False,False,74.0,0,2,32.92261197712315,0.8344855486097889,0.17268615539889223,0.24270076949121305
two_hotspot_trajectories,1,False,False,74.0,1,2,47.44048402731512,2.3071071049800045,0.09334328984064792,0.08949339065061236
two_hotspot_trajectories,1,False,False,76.0,0,2,32.92261197712315,0.8344855486097889,0.1726758380452429,0.2426903160049639
two_hotspot_trajectories,1,False,False,76.0,1,2,47.44048402731512,2.3071071049800045,0.09334635462576606,0.08955264276645694
two_hotspot_trajectories,1,False,False,78.0,0,2,32.92261197712315,0.8344855486097889,0.17261122188860478,0.24262489815405552
two_hotspot_trajectories,1,False,False,78.0,1,2,47.44048402731512,2.3071071049800045,0.09333662273269494,0.08948671905180954
two_hotspot_trajectories,1,False,False,80.0,0,2,32.92261197712315,0.7853981633974483,0.17259608875647478,0.24260956332768768
two_hotspot_trajectories,1,False,False,80.0,1,2,47.44048402731512,2.3071071049800045,0.09331409723872311,0.08940782890599709
two_hotspot_trajectories,1,False,False,82.0,0,2,32.92261197712315,0.7853981633974483,0.17266924333458442,0.24268361332276864
two_hotspot_trajectories,1,False,False,82.0,1,2,47.44048402731512,2.3071071049800045,0.09327878526296714,0.08942935924617328
two_hotspot_trajectories,1,False,False,84.0,0,2,32.92261197712315,0.7853981633974483,0.17268810365299359,0.24270273123239317
two_hotspot_trajectories,1,False,False,84.0,1,2,47.44048402731512,2.2580197197676637,0.09324605964123014,0.08950098381312774
two_hotspot_trajectories,1,False,False,86.0,0,2,32.92261197712315,0.7853981633974483,0.17265265656822865,0.2426668205243874
two_hotspot_trajectories,1,False,False,86.0,1,2,47.44048402731512,2.2580197197676637,0.09329041780916937,0.08964913182630019
two_hotspot_trajectories,1,False,False,88.0,0,2,32.92261197712315,0.7853981633974483,0.1725629267154386,0.2425760532018812
two_hotspot_trajectories,1,False,False,88.0,1,2,47.44048402731512,2.2580197197676637,0.09332199697571636,0.08969702455066368
two_hotspot_trajectories,1,False,False,90.0,0,2,32.92261197712315,0.7363107781851077,0.1726366612385295,0.2426506006086948
two_hotspot_trajectories,1,False,False,90.0,1,2,47.44048402731512,2.2580197197676637,0.09334078716426182,0.08965983602049708
two_hotspot_trajectories,1,False,False,92.0,0,2,32.92261197712315,0.7363107781851077,0.17268469547026866,0.24269926084766552
two_hotspot_trajectories,1,False,False,92.0,1,2,47.44048402731512,2.2580197197676637,0.09334678243519128,0.08960964489535359
two_hotspot_trajectories,1,False,False,94.0,0,2,32.92261197712315,0.7363107781851077,0.17267842464658284,0.2426929099024548
two_hotspot_trajectories,1,False,False,94.0,1,2,47.44048402731512,2.2580197197676637,0.09333998089254715,0.08969919232810819
two_hotspot_trajectories,1,False,False,96.0,0,2,32.92261197712315,0.7363107781851077,0.17261785315416264,0.24263158014386388
two_hotspot_trajectories,1,False,False,96.0,1,2,47.44048402731512,2.2580197197676637,0.09332038468718641,0.08978327202200466
two_hotspot_trajectories,1,False,False,98.0,0,2,32.92261197712315,0.6872233929727672,0.17258841539673722,0.24260177231125246
two_hotspot_trajectories,1,False,False,98.0,1,2,47.44048402731512,2.2580197197676637,0.0932880000132719,0.08985393305612531
two_hotspot_trajectories,1,False,False,100.0,0,2,32.92261197712315,0.6872233929727672,0.17266561396744642,0.24267990926433697
two_hotspot_trajectories,1,False,False,100.0,1,2,47.44048402731512,2.2580197197676637,0.0932428371015434,0.08978570282177883
two_hotspot_trajectories,1,False,False,102.0,0,2,32.92261197712315,0.6872233929727672,0.17268852073404845,0.24270312962738233
two_hotspot_trajectories,1,False,False,102.0,1,2,47.44048402731512,2.2089323345553233,0.0932813872898569,0.08976854096647441
two_hotspot_trajectories,1,False,False,104.0,0,2,32.92261197712315,0.6872233929727672,0.17265711972929232,0.24267131535307818
two_hotspot_trajectories,1,False,False,104.0,1,2,47.44048402731512,2.2089323345553233,0.0933158939107181,0.08977876232631378
