geometry,spin,inclination_deg,deepest_detectable_age,shallowest_detectable_age,n_detectable_ages,right_censored,depth_report,arm,snr0,total_ages,age_grid_max,T_rec_best_mode,T_rec_best_mode_right_censored,T_rec_best_mode_report
a000_i075,0.0,75,152.0,8.0,37,False,152.0,DIRECT_PHYSICAL,1000000.0,64,252.0,152.0,False,152.0
a000_i075,0.0,75,-1.0,-1.0,0,False,none,RESOLVED_PHYSICAL,1.0,64,252.0,-1.0,False,none
a000_i075,0.0,75,-1.0,-1.0,0,False,none,RESOLVED_PHYSICAL,3.0,64,252.0,120.0,False,120.0
a000_i075,0.0,75,124.0,40.0,22,False,124.0,RESOLVED_PHYSICAL,10.0,64,252.0,136.0,False,136.0
a000_i075,0.0,75,136.0,24.0,29,False,136.0,RESOLVED_PHYSICAL,30.0,64,252.0,144.0,False,144.0
a000_i075,0.0,75,144.0,20.0,32,False,144.0,RESOLVED_PHYSICAL,100.0,64,252.0,148.0,False,148.0
a000_i075,0.0,75,152.0,16.0,35,False,152.0,RESOLVED_PHYSICAL,300.0,64,252.0,160.0,False,160.0
a000_i075,0.0,75,164.0,16.0,38,False,164.0,RESOLVED_PHYSICAL,1000.0,64,252.0,168.0,False,168.0
a000_i075,0.0,75,172.0,12.0,41,False,172.0,RESOLVED_PHYSICAL,3000.0,64,252.0,172.0,False,172.0
a000_i075,0.0,75,172.0,12.0,41,False,172.0,RESOLVED_PHYSICAL,10000.0,64,252.0,176.0,False,176.0
