snr0,gamma,tau,threshold,n_max,temporal_depth
226.80286460897884,1.0,1.0,5.0,3,3.0
240.29964990444302,1.0,1.0,5.0,3,3.0
254.59961382653483,1.0,1.0,5.0,3,3.0
269.75055263874566,1.0,1.0,5.0,3,3.0
285.80310690685354,1.0,1.0,5.0,4,4.0
302.8109307601757,1.0,1.0,5.0,4,4.0
320.8308712253716,1.0,1.0,5.0,4,4.0
339.9231582322001,1.0,1.0,5.0,4,4.0
360.1516059263063,1.0,1.0,5.0,4,4.0
381.5838259619057,1.0,1.0,5.0,4,4.0
404.29145348728406,1.0,1.0,5.0,4,4.0
428.350386578436,1.0,1.0,5.0,4,4.0
453.8410399211335,1.0,1.0,5.0,4,4.0
480.8486135893327,1.0,1.0,5.0,4,4.0
509.46337781828464,1.0,1.0,5.0,4,4.0
539.780974724171,1.0,1.0,5.0,4,4.0
571.9027379787431,1.0,1.0,5.0,4,4.0
605.9360315074416,1.0,1.0,5.0,4,4.0
641.9946083430622,1.0,1.0,5.0,4,4.0
680.1989908343966,1.0,1.0,5.0,4,4.0
720.6768734806797,1.0,1.0,5.0,4,4.0
763.5635497382514,1.0,1.0,5.0,5,5.0
809.0023642260102,1.0,1.0,5.0,5,5.0
857.1451918411111,1.0,1.0,5.0,5,5.0
908.1529453863058,1.0,1.0,5.0,5,5.0
962.1961134056091,1.0,1.0,5.0,5,5.0
1019.4553300259765,1.0,1.0,5.0,5,5.0
1080.1219787096213,1.0,1.0,5.0,5,5.0
1144.39883193495,1.0,1.0,5.0,5,5.0
1212.5007289442108,1.0,1.0,5.0,5,5.0
1284.6552938231323,1.0,1.0,5.0,5,5.0
1361.1036963126903,1.0,1.0,5.0,5,5.0
1442.1014578959353,1.0,1.0,5.0,5,5.0
1527.9193058541327,1.0,1.0,5.0,5,5.0
1618.844078146852,1.0,1.0,5.0,5,5.0
1715.179682140439,1.0,1.0,5.0,5,5.0
1817.2481103893613,1.0,1.0,5.0,5,5.0
1925.390516865572,1.0,1.0,5.0,5,5.0
2039.9683572330616,1.0,1.0,5.0,6,6.0
2161.364596978904,1.0,1.0,5.0,6,6.0
2289.984991438802,1.0,1.0,5.0,6,6.0
2426.2594419955467,1.0,1.0,5.0,6,6.0
2570.6434329833314,1.0,1.0,5.0,6,6.0
2723.6195541006164,1.0,1.0,5.0,6,6.0
2885.699113420118,1.0,1.0,5.0,6,6.0
3057.4238463871848,1.0,1.0,5.0,6,6.0
3239.367726518784,1.0,1.0,5.0,6,6.0
3432.138883855167,1.0,1.0,5.0,6,6.0
3636.3816375764204,1.0,1.0,5.0,6,6.0
3852.778649577804,1.0,1.0,5.0,6,6.0
4082.0532062019065,1.0,1.0,5.0,6,6.0
4324.971635754167,1.0,1.0,5.0,6,6.0
4582.345869882053,1.0,1.0,5.0,6,6.0
4855.036157379002,1.0,1.0,5.0,6,6.0
5143.953939483883,1.0,1.0,5.0,6,6.0
5450.064896286245,1.0,1.0,5.0,6,6.0
5774.392174419788,1.0,1.0,5.0,7,7.0
6118.019806832271,1.0,1.0,5.0,7,7.0
6482.09633606206,1.0,1.0,5.0,7,7.0
6867.838653131899,1.0,1.0,5.0,7,7.0
7276.536064890875,1.0,1.0,5.0,7,7.0
7709.554603399424,1.0,1.0,5.0,7,7.0
8168.341591761035,1.0,1.0,5.0,7,7.0
8654.430481661424,1.0,1.0,5.0,7,7.0
9169.445978784384,1.0,1.0,5.0,7,7.0
9715.109473235287,1.0,1.0,5.0,7,7.0
10293.244793123098,1.0,1.0,5.0,7,7.0
10905.78430053166,1.0,1.0,5.0,7,7.0
11554.775350255331,1.0,1.0,5.0,7,7.0
12242.387132886877,1.0,1.0,5.0,7,7.0
12970.917925129741,1.0,1.0,5.0,7,7.0
13742.80277156845,1.0,1.0,5.0,7,7.0
14560.621623572591,1.0,1.0,5.0,7,7.0
15427.107962537768,1.0,1.0,5.0,8,8.0
16345.157936286076,1.0,1.0,5.0,8,8.0
17317.840039163606,1.0,1.0,5.0,8,8.0
18348.405368189557,1.0,1.0,5.0,8,8.0
19440.298489537712,1.0,1.0,5.0,8,8.0
20597.168951669584,1.0,1.0,5.0,8,8.0
21822.883483601803,1.0,1.0,5.0,8,8.0
23121.53891907834,1.0,1.0,5.0,8,8.0
24497.47588984603,1.0,1.0,5.0,8,8.0
25955.293333801626,1.0,1.0,5.0,8,8.0
27499.8638665022,1.0,1.0,5.0,8,8.0
29136.35006741761,1.0,1.0,5.0,8,8.0
30870.221735358806,1.0,1.0,5.0,8,8.0
32707.274170758283,1.0,1.0,5.0,8,8.0
34653.647545907974,1.0,1.0,5.0,8,8.0
36715.84742789873,1.0,1.0,5.0,8,8.0
38900.76652285693,1.0,1.0,5.0,8,8.0
41215.707714156175,1.0,1.0,5.0,9,9.0
43668.40847160745,1.0,1.0,5.0,9,9.0
46267.06671321315,1.0,1.0,5.0,9,9.0
49020.36820592464,1.0,1.0,5.0,9,9.0
51937.515596988764,1.0,1.0,5.0,9,9.0
55028.2591729173,1.0,1.0,5.0,9,9.0
58302.9294488879,1.0,1.0,5.0,9,9.0
61772.47169750507,1.0,1.0,5.0,9,9.0
65448.4825323274,1.0,1.0,5.0,9,9.0
69343.24866844159,1.0,1.0,5.0,9,9.0
73469.78798963352,1.0,1.0,5.0,9,9.0
77841.89305942143,1.0,1.0,5.0,9,9.0
82474.17722138224,1.0,1.0,5.0,9,9.0
87382.1234428559,1.0,1.0,5.0,9,9.0
92582.13606528599,1.0,1.0,5.0,9,9.0
98091.59563416272,1.0,1.0,5.0,9,9.0
103928.91699183728,1.0,1.0,5.0,9,9.0
110113.61082737267,1.0,1.0,5.0,9,9.0
116666.34888915876,1.0,1.0,5.0,10,10.0
123609.03307825576,1.0,1.0,5.0,10,10.0
130964.86865340779,1.0,1.0,5.0,10,10.0
138758.44179240317,1.0,1.0,5.0,10,10.0
147015.80176902426,1.0,1.0,5.0,10,10.0
155764.54802025857,1.0,1.0,5.0,10,10.0
165033.92239477986,1.0,1.0,5.0,10,10.0
174854.90689103308,1.0,1.0,5.0,10,10.0
185260.32721160684,1.0,1.0,5.0,10,10.0
196284.96248000753,1.0,1.0,5.0,10,10.0
207965.6614865582,1.0,1.0,5.0,10,10.0
220341.46585195902,1.0,1.0,5.0,10,10.0
233453.74052017744,1.0,1.0,5.0,10,10.0
247346.3120168214,1.0,1.0,5.0,10,10.0
262065.61493511315,1.0,1.0,5.0,10,10.0
277660.8471390847,1.0,1.0,5.0,10,10.0
294184.13420273777,1.0,1.0,5.0,10,10.0
311690.7036347938,1.0,1.0,5.0,11,11.0
330239.06947137037,1.0,1.0,5.0,11,11.0
349891.22785355523,1.0,1.0,5.0,11,11.0
370712.8642435874,1.0,1.0,5.0,11,11.0
392773.5729722376,1.0,1.0,5.0,11,11.0
416147.0898512156,1.0,1.0,5.0,11,11.0
440911.53862807574,1.0,1.0,5.0,11,11.0
467149.6921073779,1.0,1.0,5.0,11,11.0
494949.248810886,1.0,1.0,5.0,11,11.0
524403.126101497,1.0,1.0,5.0,11,11.0
555609.7707506483,1.0,1.0,5.0,11,11.0
588673.487987254,1.0,1.0,5.0,11,11.0
623704.7901279647,1.0,1.0,5.0,11,11.0
660820.7659540328,1.0,1.0,5.0,11,11.0
700145.4720693739,1.0,1.0,5.0,11,11.0
741810.347547924,1.0,1.0,5.0,11,11.0
785954.6532561855,1.0,1.0,5.0,11,11.0
832725.9373193656,1.0,1.0,5.0,12,12.0
882280.5282869018,1.0,1.0,5.0,12,12.0
934784.0576457008,1.0,1.0,5.0,12,12.0
990412.013427557,1.0,1.0,5.0,12,12.0
1049350.3267611472,1.0,1.0,5.0,12,12.0
1111795.9933290617,1.0,1.0,5.0,12,12.0
1177957.7318070591,1.0,1.0,5.0,12,12.0
1248056.681486296,1.0,1.0,5.0,12,12.0
1322327.1414102968,1.0,1.0,5.0,12,12.0
1401017.3534971217,1.0,1.0,5.0,12,12.0
1484390.3322642567,1.0,1.0,5.0,12,12.0
1572724.743929531,1.0,1.0,5.0,12,12.0
1666315.8378263265,1.0,1.0,5.0,12,12.0
1765476.4332462605,1.0,1.0,5.0,12,12.0
1870537.9650078083,1.0,1.0,5.0,12,12.0
1981851.591245512,1.0,1.0,5.0,12,12.0
2099789.3671225114,1.0,1.0,5.0,12,12.0
2224745.4883893705,1.0,1.0,5.0,13,13.0
2357137.608945747,1.0,1.0,5.0,13,13.0
2497408.236808644,1.0,1.0,5.0,13,13.0
2646026.2131531765,1.0,1.0,5.0,13,13.0
2803488.2793694427,1.0,1.0,5.0,13,13.0
2970320.73737316,1.0,1.0,5.0,13,13.0
3147081.2087195287,1.0,1.0,5.0,13,13.0
3334360.498400048,1.0,1.0,5.0,13,13.0
3532784.5695517487,1.0,1.0,5.0,13,13.0
3743016.6356791975,1.0,1.0,5.0,13,13.0
3965759.3773822575,1.0,1.0,5.0,13,13.0
4201757.290998918,1.0,1.0,5.0,13,13.0
4451799.177013173,1.0,1.0,5.0,13,13.0
4716720.776545258,1.0,1.0,5.0,13,13.0
4997407.56473658,1.0,1.0,5.0,13,13.0
5294797.710365759,1.0,1.0,5.0,13,13.0
5609885.211588138,1.0,1.0,5.0,13,13.0
5943723.218279725,1.0,1.0,5.0,13,13.0
6297427.552090019,1.0,1.0,5.0,14,14.0
6672180.435969318,1.0,1.0,5.0,14,14.0
7069234.445635948,1.0,1.0,5.0,14,14.0
7489916.696191037,1.0,1.0,5.0,14,14.0
7935633.277873942,1.0,1.0,5.0,14,14.0
8407873.95578451,1.0,1.0,5.0,14,14.0
8908217.149280727,1.0,1.0,5.0,14,14.0
9438335.2076946,1.0,1.0,5.0,14,14.0
10000000.0,1.0,1.0,5.0,14,14.0
